,Cluster,mass,fell_found,year,latitude,longitude,group,chondrite,type,lc_sample
2155,0,231.0,Found,1986,29.58333,11.78333,H,Chondrite,Stony,14
2156,0,304.0,Found,1986,29.50639,11.49861,H,Chondrite,Stony,14
2157,0,405.0,Found,1986,29.62889,11.78778,H,Chondrite,Stony,14
2158,0,242.0,Found,1986,29.60028,12.23889,H,Chondrite,Stony,14
2160,0,483.0,Found,1986,29.30222,11.91639,H,Chondrite,Stony,14
2161,0,151.0,Found,1986,29.30444,11.90722,LL,Chondrite,Stony,14
2162,0,475.0,Found,1986,29.36306,11.99667,H,Chondrite,Stony,14
2163,0,313.0,Found,1986,29.53333,12.26667,H,Chondrite,Stony,14
2164,0,278.0,Found,1986,29.63333,11.73333,H,Chondrite,Stony,14
2165,0,341.0,Found,1986,29.58333,11.78333,H,Chondrite,Stony,14
2166,0,228.0,Found,1986,29.58333,11.78333,H,Chondrite,Stony,14
2167,0,244.0,Found,1986,29.58333,11.78333,H,Chondrite,Stony,14
2169,0,374.0,Found,1986,29.58333,11.78333,H,Chondrite,Stony,14
2177,0,50600.0,Found,1940,29.1,-97.6,L,Chondrite,Stony,2
2178,0,3770.0,Found,1981,29.00833,-97.70556,H,Chondrite,Stony,2
2179,0,7682.0,Found,1981,34.86,-102.12,H,Chondrite,Stony,2
2180,0,257.6,Found,1981,34.86,-102.12,H,Chondrite,Stony,2
2182,0,340.0,Fell,1887,43.0,-80.0,H,Chondrite,Stony,0
2184,0,566.0,Found,1969,39.59167,-94.92194,H,Chondrite,Stony,1
2185,0,12700.0,Found,1940,39.85,-102.95,L,Chondrite,Stony,2
2186,0,109.5,Found,1978,-30.88333,128.96667,Chondrite,Chondrite,Stony,2
2187,0,4.5,Found,1978,-30.88333,128.975,H,Chondrite,Stony,2
2188,0,82.6,Found,1986,-30.88333,128.66667,H,Chondrite,Stony,2
