"","Name","Fell_or_Found","Year","Mass","longitude","latitude","Land_Cover","Chondrite","Type","Level_3","Level_4","Group","recclass"
"8774","Sayh al Uhaymir 526","Found",2010,806,56.79725,20.52596,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"8775","Jiddat al Harasis 629","Found",2010,888,55.96635,19.78991,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8776","Jiddat al Harasis 630","Found",2010,3036,55.89089,19.79759,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8777","Jiddat al Harasis 631","Found",2010,28.32,56.50031,19.99521,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8778","Sayh al Uhaymir 527","Found",2010,379,56.64801,20.03024,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL4"
"8779","Jiddat al Harasis 632","Found",2010,421,56.51406,19.8846,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8780","Jiddat al Harasis 633","Found",2010,51.1,56.35573,19.79851,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8781","Jiddat al Harasis 634","Found",2010,206.9,56.40041,19.8356,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL4"
"8782","Jiddat al Harasis 635","Found",2010,397.8,55.7427,19.66889,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8783","Jiddat al Harasis 636","Found",2010,76.4,55.74549,19.67709,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8784","Jiddat al Harasis 637","Found",2010,165.3,55.74724,19.68364,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8785","Jiddat al Harasis 638","Found",2010,88.2,55.75342,19.70517,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL4"
"8786","Jiddat al Harasis 639","Found",2010,802,55.71485,19.75844,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8787","Jiddat al Harasis 640","Found",2010,233,55.67472,19.73667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8788","Coyote Dry Lake 318","Found",2009,7.2,-116.75038,35.0751,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8789","Lorton","Fell",2010,329.7,-77.21163,38.70066,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8790","Willcox Playa 009","Found",2009,160,-109.8455,32.07667,"Temperate Decidious Forest","Achondrite","Stony-Iron","Mesosiderite","-","Mesosiderite","Mesosiderite"
"8791","Boulder Mine","Found",2008,1560,-114.323,34.685,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8792","Harper Dry Lake 036","Found",2010,85.5,-117.28333,35.03333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8793","Hautes Fagnes","Found",1965,185,6.16667,50.58333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8794","Imlay","Found",2009,770,-118.17285,40.74018,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8795","Cuddeback Dry Lake 023","Found",1986,123,-117.47983,35.3248,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H5"
"8796","Mount Moroto","Found",1995,752,34.75,2.5,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8797","Sayh al Uhaymir 493","Found",2009,134,57.3,20.53333,"Temperate Decidious Forest","Achondrite","Stony","-","-","Achondrite","Achondrite-ung"
"8798","Red Dry Lake 067","Found",2009,6.2,-114.02573,35.65868,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3.4"
"8799","Dhofar 1619","Found",2007,6.18,54.43995,18.67458,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CM","CM2"
"8800","Bouanane","Found",2009,1395,-3.2,31.98333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8801","Romashki","Found",2009,3400,46.69967,50.28533,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8802","Red Dry Lake 068","Found",2008,26.2,-114.03285,35.64,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8803","Watson 003","Found",2008,2.6,131.55,-30.48333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8804","Watson 007","Found",2009,19.5,131.68333,-30.48333,"Temperate Decidious Forest","Chondrite","Stony","Enstatite","EH-EL","EL","EL3"
"8805","Watson 012","Found",2009,103.1,131.5,-30.56667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H7"
"8806","Yarle Lakes 004","Found",2009,4.6,131.46667,-30.5,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CK","CK4"
"8807","Bluewing 037","Found",2009,37.2,-118.94693,40.2819,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8808","Cuddeback Dry Lake 028","Found",2008,19.5,-117.472,35.296,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8809","Cuddeback Dry Lake 029","Found",2008,22.2,-117.472,35.296,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8810","Red Dry Lake 071","Found",2010,4.35,-114.04688,35.62453,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8811","Cuddeback Dry Lake 013","Found",2008,1.6,-117.45303,35.31218,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8812","Cuddeback Dry Lake 017","Found",2008,23.1,-117.48305,35.28528,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8813","Cuddeback Dry Lake 018","Found",2008,8.5,-117.48305,35.28638,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8814","Cuddeback Dry Lake 019","Found",2008,10.1,-117.45817,35.30455,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8815","Roach Dry Lake 113","Found",2010,39.6,-115.37081,35.66594,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8816","Harper Dry Lake 018","Found",2007,39.7,-117.27512,35.0421,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8817","Little Harquahala Mountains","Found",2006,262.2,-113.63612,33.69177,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H-melt rock"
"8818","Javorje","Found",2009,4920,14.19166,46.16244,"Temperate Decidious Forest","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"8819","Camp Creek","Found",2009,3016,-111.78558,33.88098,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8820","Chandler","Found",2009,350.4,-111.89633,33.24558,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8821","Laughlin","Found",2008,10,-114.455,35.16867,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8822","Red Canyon Lake","Fell",2007,18.41,-119.75812,38.13742,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8823","Jiddat al Harasis 395","Found",2000,243,56.25,19.91667,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Diogenite","Diogenite"
"8824","Jiddat al Harasis 360","Found",2003,55.5,55.56297,19.3723,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L-melt rock"
"8825","Jiddat al Harasis 319","Found",2007,4.5,56.42527,19.97722,"Temperate Decidious Forest","Achondrite","Stony-Iron","Mesosiderite","-","Mesosiderite","Mesosiderite"
"8826","Shişr 162","Found",2006,5525,53.83333,18.56667,"Temperate Decidious Forest","Achondrite","Stony","Moon","-","Lunar","Lunar (feldsp. breccia)"
"8827","Ashuwairif 003","Found",2008,2900,14.24833,29.35833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8828","Dar al Gani 1052","Found",2008,280,16.21867,27.32833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8829","Great Sand Sea 040","Found",2010,15,27.33667,26.32733,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8830","Hammadah al Hamra 341","Found",2001,1530,11.6025,29.31083,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8831","Hammadah al Hamra 342","Found",2001,482,11.89583,29.142,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8832","Hammadah al Hamra 343","Found",2001,342,12.03333,29.10117,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8833","Acfer 391","Found",2004,388,4.172,27.59617,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8834","Ashuwairif 004","Found",2008,15750,14.27611,29.36583,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8835","Sayh al Uhaymir 427","Found",2001,59,57.27598,21.08477,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CV","CV3"
"8836","Varre-Sai","Fell",2010,2500,-41.73356,-20.85001,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8837","Llano River","Found",1975,4318,-99.73698,30.52213,"Scrubland","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"8838","Dar al Gani 1053","Found",2006,98,16.23267,27.24167,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CV","CV3"
"8839","Dar al Gani 1054","Found",1999,28.4,16.1655,27.42767,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"8840","Dar al Gani 1055","Found",2007,305,16.469,27.38,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-pmict"
"8841","Kemer","Fell",2008,5760,29.41822,36.54194,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8842","Dar al Gani 1057","Found",1998,114,16.14783,27.28,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8843","Dhofar 1461","Found",2008,44.7,54.36903,19.01935,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~6"
"8844","Dhofar 1474","Found",2008,388.7,54.17155,18.61057,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~6"
"8845","Dhofar 1498","Found",2009,54.8,54.8987,19.25712,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H~6"
"8846","Dhofar 1499","Found",2009,68.3,54.85812,19.25742,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H~5"
"8847","Dhofar 1500","Found",2009,2448,54.5945,19.18258,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~6"
"8848","Dhofar 1501","Found",2009,10.6,54.35308,18.80522,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H~5"
"8849","Dhofar 1502","Found",2009,17,54.35133,18.8005,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H~5"
"8850","Dhofar 1503","Found",2009,16.9,54.3155,18.72345,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H~5"
"8851","Dhofar 1504","Found",2009,208.2,54.2463,18.2238,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~5"
"8852","Dhofar 1505","Found",2009,222.2,54.26892,18.15897,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~6"
"8853","Dhofar 1506","Found",2009,362.2,54.17717,18.1603,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~6"
"8854","Dhofar 1507","Found",2009,2400,54.14722,18.68038,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~6"
"8855","Dhofar 1508","Found",2009,1645,54.43642,18.6213,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~5"
"8856","Dhofar 1509","Found",2009,48.7,54.28792,18.62372,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H~4"
"8857","Dhofar 1510","Found",2009,118.7,54.27192,18.6345,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~6"
"8858","Dhofar 1511","Found",2009,17973,54.248,18.63988,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L~5"
"8859","Sawyer","Found",2006,8100,-98.62993,37.52392,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8860","Košice","Fell",2010,4300,21.17633,48.76367,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8861","Bou Azarif","Found",2010,100000,-5.15262,31.15643,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8862","Salar de Atacama","Found",2008,223,-68.57217,-23.826,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8863","Ksar el Hajoui","Found",2010,3100,-2.99347,31.99317,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8864","Villa Regina","Found",1979,5030,-67.06667,-39.1,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"8865","Sołtmany","Fell",2011,1066,22.005,54.00883,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8866","Jepara","Found",2008,499500,110.73333,-6.6,"Temperate Decidious Forest","Achondrite","Stony-Iron","Pallasite","-","Main Group","Pallasite, PMG"
"8867","Tungsten Mountain 573","Found",2010,68,-117.61822,39.68973,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8868","El Mirage Dry Lake 003","Found",2010,6.9,-117.56217,34.63432,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8869","Jiddat al Harasis 641","Found",2011,25.3,55.17469,19.00756,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"8870","Conception Junction","Found",2006,17000,-94.683333,40.266667,"Temperate Decidious Forest","Achondrite","Stony-Iron","Pallasite","-","Main Group","Pallasite, PMG-an"
"8871","Dhofar 1514","Found",2008,1749,54.38944,18.33861,"Temperate Decidious Forest","Chondrite","Stony","Other","Rumuruti","Rumuruti","R3.6"
"8872","Dhofar 1519","Found",2008,388,54.36633,18.46117,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"8873","Dhofar 1529","Found",2006,175,54.29783,18.205,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3.2"
"8874","Dhofar 1538","Found",2006,231,54.3675,18.87717,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3.7"
"8875","Dhofar 1540","Found",2006,2481,54.72383,18.63867,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3.9"
"8876","Dhofar 1549","Found",2008,67,54.23717,18.43033,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL3.4"
"8877","Dhofar 1558","Found",2009,11400,54.66433,18.39317,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8878","Dhofar 1571","Found",2006,154,54.16667,18.45333,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"8879","Acfer 394","Found",2001,364,3.88033,27.51867,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CR","CR2"
"8880","Acfer 395","Found",2001,394,3.88767,27.50917,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CR","CR2"
"8881","Acfer 396","Found",2001,148,3.89783,27.512,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CR","CR2"
"8882","Acfer 397","Found",2001,105,3.89583,27.509,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CR","CR2"
"8883","Thumb Butte","Found",2008,105,-114.45585,35.16993,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3.8"
"8884","Northwest Africa 6903","Found",2008,50000,-6.36,32.37167,"Temperate Decidious Forest","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"8885","Assamakka","Found",2002,4400,5.91667,19.26667,"Temperate Decidious Forest","Achondrite","Iron","Magmatic","Siderite","Iron IVA","Iron, IVA-an"
"8886","Seminole (f)","Found",2008,5421,-102.67268,32.70038,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8887","Plainview (e)","Found",2010,1250,-101.70558,34.18513,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8888","San Juan 053","Found",2010,27,-69.88833,-25.44,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8889","San Juan 054","Found",2010,238,-69.86367,-25.44067,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8890","San Juan 056","Found",2010,85,-69.85883,-25.43883,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8891","San Juan 057","Found",2010,263,-69.8815,-25.449,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8892","San Juan 058","Found",2010,171,-69.8815,-25.44933,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"8893","San Juan 059","Found",2010,168,-69.88033,-25.449,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8894","San Juan 060","Found",2010,74,-69.88583,-25.4465,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8895","Caleta el Cobre 001","Found",2010,9,-70.03333,-24.266,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8896","Jiddat al Harasis 514","Found",2008,20.2,55.19542,19.52662,"Temperate Decidious Forest","Chondrite","Stony","Enstatite","EH-EL","EL","EL4"
"8897","Jiddat al Harasis 560","Found",2008,108.6,56.10577,19.85603,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8898","El Médano 001","Found",2010,10,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8899","El Médano 002","Found",2010,12,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8900","El Médano 003","Found",2010,11,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8901","El Médano 004","Found",2010,151,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8902","El Médano 005","Found",2010,582,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8903","El Médano 006","Found",2010,55,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"8904","El Médano 007","Found",2010,31,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"8905","El Médano 008","Found",2010,33,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8906","El Médano 009","Found",2010,65,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8907","El Médano 010","Found",2010,7,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8908","El Médano 011","Found",2010,87,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8909","El Médano 012","Found",2010,54,-70.53333,-24.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8910","Bluewing 032","Found",1999,78,-118.93333,40.26667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
