,Cluster,mass,fell_found,year,latitude,longitude,group,chondrite,type,lc_sample
331,5,745.22,Found,2001,27.73333,4.43333,H,Chondrite,Stony,11
332,5,180.07,Found,2001,27.73333,4.21667,CV,Chondrite,Stony,11
333,4,30000.0,Found,2001,27.58333,4.1,L,Chondrite,Stony,11
334,4,490.0,Found,2001,27.65,4.03333,L,Chondrite,Stony,11
335,5,750.0,Found,2001,27.58333,4.01667,CM,Chondrite,Stony,11
336,5,115.02,Found,2001,27.73333,4.13333,CO,Chondrite,Stony,11
337,5,489.0,Found,2001,27.56667,4.06667,CO,Chondrite,Stony,11
338,4,211.25,Found,2002,27.65,4.38333,L,Chondrite,Stony,11
339,5,261.0,Found,2002,27.73333,4.43333,H,Chondrite,Stony,11
340,4,19400.0,Found,2002,27.61667,4.06667,L,Chondrite,Stony,11
341,4,360.0,Found,2002,27.68333,4.26667,L,Chondrite,Stony,11
342,5,377.6,Found,2002,27.71667,4.26667,H,Chondrite,Stony,11
343,5,400.0,Found,2002,27.55,4.2,H,Chondrite,Stony,11
344,4,173.15,Found,2002,27.58333,4.3,L,Chondrite,Stony,11
345,4,1276.0,Found,2002,27.59056,4.66278,L,Chondrite,Stony,11
346,5,140.0,Found,2002,27.619722,4.265,H,Chondrite,Stony,11
347,5,410.0,Found,2002,27.73333,4.19833,H,Chondrite,Stony,11
348,3,53.0,Found,2002,27.46472,3.81417,LL,Chondrite,Stony,11
349,3,546.0,Found,2002,27.59056,4.66278,LL,Chondrite,Stony,11
350,4,1165.0,Found,2001,27.68333,4.3,L,Chondrite,Stony,11
351,4,8750.0,Found,2001,27.97933,4.27817,L,Chondrite,Stony,11
352,5,298.0,Found,2001,27.84067,4.31433,H,Chondrite,Stony,11
353,5,128.0,Found,2001,27.672,4.52633,H,Chondrite,Stony,11
354,4,211.0,Found,2001,27.7,4.13333,L,Chondrite,Stony,11
355,4,873.0,Found,2001,27.76667,4.01667,L,Chondrite,Stony,11
356,5,11935.0,Found,2001,27.48917,3.89,Eucrite,Achondrite,Stony,11
357,3,252.0,Found,2001,27.5005,3.88233,LL,Chondrite,Stony,11
358,3,161.0,Found,2002,27.58967,3.781,LL,Chondrite,Stony,11
359,3,120.0,Found,2002,27.61233,4.5285,EL,Chondrite,Stony,11
