"","id","recclass","mass","fell_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"6421",23736,"L6",3500,"Fell",1924,36.48333,-90.66667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6422",23737,"L6",815.3,"Fell",1969,50.53806,16.26333,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"6423",23738,"L6",260000,"Fell",1986,31.61667,113.46667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"6426",23741,"L/LL6",1710.5,"Fell",1916,25.93333,84.28333,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"6429",23745,"H5",637,"Fell",1935,44.86667,133.16667,"H","Chondrite","Stony","Ordinary","H","9",2.84735119047619
"6444",23760,"H6",7235,"Fell",1865,26.71667,84.21667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6456",23773,"H4",5560,"Fell",1954,33.18836,-86.2945,"H","Chondrite","Stony","Ordinary","H","12",0.49799067553469
"6459",23776,"H5",7540,"Fell",1753,49.4,14.65,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"6461",23778,"L5",9000,"Fell",1867,36.18333,5.41667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"6465",23782,"C2-ung",10000,"Fell",2000,59.70444,-134.20139,"Chondrite","Chondrite","Stony","Carbonaceous",NA,"11",0.00485781484723708
"6467",23784,"H4/5",1000,"Fell",1991,34.72,137.305,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6471",23789,"H5",720,"Fell",1880,35.38333,134.9,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6475",23795,"L6",10500,"Fell",1975,-7.75,112.76667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6480",23801,"L5",905,"Fell",1918,35.43333,136.23333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6552",23873,"L5",3850,"Fell",1965,45.4,122.9,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"6569",23884,"Diogenite",12000,"Fell",1931,32.95,10.41667,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta","14",0.498018659921233
"6570",23885,"L6",2500,"Fell",1967,19.38333,43.73333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"6572",23887,"L6",6000,"Fell",1929,35.13333,44.45,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6573",23888,"L6",21000,"Fell",1937,46.71667,23.5,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6588",23897,"L6",160000,"Fell",1879,-25.73333,142.95,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922
"6589",23898,"L4",28500,"Fell",1872,58.03333,26.95,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"6596",23908,"H6",342,"Fell",1950,33.4,70.6,"H","Chondrite","Stony","Ordinary","H","15",0.406210536590808
"6600",23976,"H4/5",45300,"Fell",2002,-29.33333,27.58333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6607",23984,"H5",2232,"Fell",1986,32.94667,118.99,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6612",23989,"H/L3.6",28000,"Fell",1878,49.6,17.11667,"H,L, or LL","Chondrite","Stony","Ordinary",NA,"1",0.297273742080897
"6621",23998,"L6",74800,"Fell",1927,38.2,-89.68333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6622",23999,"L6",3000,"Fell",1970,14.25,1.53333,"L","Chondrite","Stony","Ordinary","L","15",0.406210536590808
"6627",24004,"H5",65500,"Fell",1807,54.5,35.2,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6630",24009,"H6",230,"Fell",1934,13.63333,79.41667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6632",24011,"H6",20000,"Fell",1869,-7.08333,111.53333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6633",24012,"L5",16500,"Fell",1922,-6.66667,106.58333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6639",24019,"LL6",600,"Fell",1905,47.85,34.76667,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"6640",24020,"H6",900,"Fell",1879,20.16667,-105.21667,"H","Chondrite","Stony","Ordinary","H","16",1.82339952891488
"6643",24023,"L",600,"Fell",1916,34.5,133.75,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"6644",24024,"H4/5",27.5,"Fell",1984,38.36667,140.86556,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"6646",24026,"CI1",7.7,"Fell",1911,24.65,76.86667,"CI","Chondrite","Stony","Carbonaceous","CI","15",0.406210536590808
"6648",24029,"H6",977,"Fell",1988,45.06667,7.66667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6650",24032,"H6",259.1,"Fell",1944,42.06667,-104.16667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6654",24036,"H6",1030,"Fell",1812,43.6,1.4,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6655",24037,"OC",2000,"Fell",1824,51.73333,102.53333,"Chondrite","Chondrite","Stony",NA,NA,"8",9.36101905684755
"6656",24038,"L6",14500,"Fell",1863,50.78333,4.76667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6660",24042,"LL6",1250,"Fell",1988,52.21667,13.16667,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"6662",24046,"H3/4",11800,"Fell",1856,45.46667,10,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6664",24050,"Iron, IIIAB-an",63000,"Fell",1916,50.91667,9.18333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741
"6666",24053,"H",357.4,"Fell",1950,58.47333,8.86667,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"6667",24054,"L6",1020,"Fell",1917,32.16667,-95.1,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6670",24057,"L/LL6",640,"Fell",1927,61.3,12.3,"LL","Chondrite","Stony","Ordinary","LL","8",9.36101905684755
"6672",24059,"H5-6",800,"Fell",1996,36.06333,140.145,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6673",24060,"L6",13100,"Fell",1921,9.66667,105.66667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6675",24062,"H6",10000,"Fell",1967,45.46667,105.38333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6682",24071,"Stone-uncl",367,"Fell",1944,30,90.75,"Stony",NA,"Stony",NA,NA,"8",9.36101905684755
"6695",24086,"LL5",30000,"Fell",1975,21.66667,-103.36667,"LL","Chondrite","Stony","Ordinary","LL","15",0.406210536590808
"6703",24094,"H4",19860,"Fell",1884,60,5.61667,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"6704",24095,"Iron",750,"Fell",1903,57.16667,65.53333,"Iron","Achondrite","Iron",NA,NA,"9",2.84735119047619
"6705",24096,"H5",40000,"Fell",1903,-19.81667,-48.78333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6706",24097,"H5",4590,"Fell",1970,11.05,-69.85,"H","Chondrite","Stony","Ordinary","H","15",0.406210536590808
"6707",24098,"L6",1000,"Fell",1989,41.76667,62.51667,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233
"6709",24101,"Iron, IAB-ung",103000,"Fell",1927,7.95,8.08333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","16",1.82339952891488
"6711",24103,"LL7",710,"Fell",1840,51.65,5.61667,"LL","Chondrite","Stony","Ordinary","LL","2",0.463225690897741
"6712",24104,"H5",3600,"Fell",1866,13.48333,74.78333,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"6714",24106,"EL6",189.2,"Fell",1957,-4.26667,35.35,"EL","Chondrite","Stony","Enstatite","EH-EL","16",1.82339952891488
"6716",24108,"L",76.5,"Fell",1926,46.93333,7.21667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"6720",24112,"LL5",100,"Fell",1822,30.33333,76.33333,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"6726",24118,"L5",1700,"Fell",1966,13.46667,31.21667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"6728",24121,"L4",113.4,"Fell",1986,66.13889,124.76667,"L","Chondrite","Stony","Ordinary","L","8",9.36101905684755
"6730",24123,"OC",1000,"Fell",1924,34.8,127,"Chondrite","Chondrite","Stony",NA,NA,"11",0.00485781484723708
"6736",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",71.3451083182367
"6739",24132,"L6",1269,"Fell",1963,49.975,16.375,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6742",24135,"L6",9700,"Fell",1843,52.11667,5.18333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6743",24136,"H5",3422,"Fell",1928,47.11667,7.55,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6747",24140,"L",20000,"Fell",1948,-44.11667,-66.15,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922
"6750",24143,"H6",40,"Fell",1668,45.41667,11.13333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6751",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"6752",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"6753",24145,"L6",1004,"Fell",1903,44.86667,9.15,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6754",24146,"Stone-uncl",367,"Fell",1495,44.06667,12.1,"Stony",NA,"Stony",NA,NA,"2",0.463225690897741
"6757",24149,"L5",50000,"Fell",1972,9.31667,-70.62833,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6761",24154,"LL6",1932,"Fell",1876,46.15,32.83333,"LL","Chondrite","Stony","Ordinary","LL","0",71.3451083182367
"6764",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"6768",24162,"Mesosiderite-B2",54000,"Fell",1880,35.33333,51.63333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"1",0.297273742080897
"6778",24165,"H5",8000,"Fell",1843,48.41667,43.2,"H","Chondrite","Stony","Ordinary","H","13",0.428663281861922
"6781",24168,"H6",1500,"Fell",1865,43.5,-91.16667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6782",24169,"Eucrite-mmict",750,"Fell",1949,57.8,45.8,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"6787",24174,"CV3",15000,"Fell",1910,44.85,11.4,"CV","Chondrite","Stony","Carbonaceous","CV-CK","1",0.297273742080897
"6792",24179,"L6",3500,"Fell",2004,42.8,-4.66667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"6793",24181,"Stone-uncl",367,"Fell",1925,-25.83333,-56.5,"Stony",NA,"Stony",NA,NA,"18",10.7446597222222
"6795",24183,"L5",0.1,"Fell",1967,54.225,-111.69167,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6797",24185,"L6",3600,"Fell",1873,43.53333,22.63333,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"6799",24187,"LL4-6",2437,"Fell",1906,23.1,87.43333,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"6800",24188,"Eucrite-cm",1303.8,"Fell",1997,16.83333,80.75,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708
"6801",24189,"H6",594,"Fell",1915,25.45,70,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233
"6802",24191,"L6",20000,"Fell",1831,46.63333,0.16667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"6820",24210,"L6",28100,"Fell",1946,34.33333,-98.3,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6825",24215,"CO3.7",1600,"Fell",1877,38.68333,-91.15,"CO","Chondrite","Stony","Carbonaceous","CM-CO","1",0.297273742080897
"6827",24218,"Howardite",225,"Fell",1939,45.58333,-122.35,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708
"6864",24244,"H5",3750,"Fell",1831,48.95,17.38333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6869",24249,"H4",150000,"Fell",1807,41.266667,-73.266667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6870",24250,"L6",350,"Fell",1971,41.7,-72.65,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"6871",24251,"L6",2756,"Fell",1982,41.71056,-72.67361,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"6900",24281,"H5",150000,"Fell",1967,-26.59278,120.32833,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6907",24321,"H5",22,"Fell",1918,-26,30,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6908",24322,"LL4",66,"Fell",1932,-28.66667,18.91667,"LL","Chondrite","Stony","Ordinary","LL","14",0.498018659921233
"6909",24323,"L5",2200,"Fell",1880,-32.5,23,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922
"6910",24324,"OC",166.4,"Fell",1964,9,39,"Chondrite","Chondrite","Stony",NA,NA,"1",0.297273742080897
"6911",24325,"L6",25000,"Fell",1795,54.13667,-0.41333,"L","Chondrite","Stony","Ordinary","L","0",71.3451083182367
"6918",24334,"L6",36000,"Fell",1960,-27.75,115.83333,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922
"6921",24337,"L5",1551,"Fell",1997,42.38467,-83.6115,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"6924",24340,"H6",50000,"Fell",1986,36.75,114.25,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6926",24342,"Stone-uncl",367,"Fell",1931,35.13333,113.33333,"Stony",NA,"Stony",NA,NA,"1",0.297273742080897
"6929",24345,"L/LL6-an",5900,"Fell",1980,44.66667,117.5,"LL","Chondrite","Stony","Ordinary","LL","13",0.428663281861922
"6930",24346,"H6",75500,"Fell",1977,32.33333,114.31667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6932",24351,"H5",5700,"Fell",2000,13.71111,45.17,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6934",30345,"H5",4,"Fell",1951,1,22.5,"H","Chondrite","Stony","Ordinary","H","18",10.7446597222222
"6936",30348,"H5",20000,"Fell",1954,21.83333,111.83333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6938",30350,"H6",3500,"Fell",1990,24.56667,114.16667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6940",30352,"Iron, IAB complex",150200,"Fell",1959,38.93333,48.25,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","13",0.428663281861922
"6946",30358,"H5",13600,"Fell",1852,14.3,79.76667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"6954",30366,"H4/5",31650,"Fell",1837,37.75,139,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6957",30370,"L5",250,"Fell",1869,41.28333,-73.81667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6959",30372,"Stone-uncl",0.1,"Fell",1928,34.16667,131.45,"Stony",NA,"Stony",NA,NA,"11",0.00485781484723708
"6964",30377,"LL6",4800,"Fell",1931,28.71667,116.61667,"LL","Chondrite","Stony","Ordinary","LL","2",0.463225690897741
"6965",30378,"Howardite",1472,"Fell",1936,47.31667,35.36667,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"6966",30379,"L6",3867,"Fell",1818,50.28333,27.68333,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"6967",30380,"L6",3000,"Fell",1893,55.18333,27.91667,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"6970",30384,"H3-6",175000,"Fell",1998,27.33333,-9.33333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6972",30386,"Martian (shergottite)",18000,"Fell",1962,11.73333,7.08333,"Shergottite","Achondrite","Stony","Martian","SNC","1",0.297273742080897
"6974",30388,"H5",463,"Fell",1963,47.5,83,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6975",30389,"Pallasite, PMG-an",330,"Fell",1898,33.7,133.8,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"11",0.00485781484723708
"6977",30391,"H5",14250,"Fell",1984,32.3,112.75,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6981",30395,"L6",800,"Fell",1952,47.13333,43.9,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922
"6982",30396,"L6",95000,"Fell",1897,44.4,19.11667,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"6983",30397,"H5",2000,"Fell",1824,49.88333,13.91667,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"6985",30399,"L6",44100,"Fell",1933,55.3,25,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"6989",30404,"L4",42000,"Fell",1984,45.81667,125.91667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"6991",30407,"H6",107000,"Fell",1938,47.58333,37.25,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"6992",30408,"H5",2900,"Fell",1976,39.66667,122.98333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"6995",30411,"Howardite",246,"Fell",1858,51.83333,26.83333,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","10",0.461815233876118
"6996",30412,"L6",7500,"Fell",1899,-15.18333,35.28333,"L","Chondrite","Stony","Ordinary","L","16",1.82339952891488
"6997",30413,"H5",552,"Fell",1875,46.93333,21.5,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"6999",30415,"H6",2568,"Fell",1955,50.2,30.25,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"7025",30443,"LL6",25000,"Fell",2004,32.25,-8.15,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708
"7029",30448,"CV3",5300,"Fell",2001,39.77978,64.60035,"CV","Chondrite","Stony","Carbonaceous","CV-CK","11",0.00485781484723708
"7161",30740,"H4",16820,"Fell",2003,29.58333,77.58333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7169",30751,"H5/6",4629,"Fell",2004,12.83333,9.38333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7196",31282,"H3-5",17000,"Fell",2003,24.3,-13.1,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7205",31302,"L5",67225,"Fell",1983,28.225,70.2,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233
"7213",31315,"L6",237,"Fell",2002,43.66667,13,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"7372",34063,"LL6",460,"Fell",1968,19.76667,-100.65,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"7379",34489,"Eucrite",180,"Fell",2004,28.5475,-81.36222,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708
"7456",35465,"L6",1500,"Fell",1999,11.33333,10.08333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"7722",36591,"LL6",678,"Fell",2002,26.50833,73.11528,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708
"7723",36592,"CO3.6",3763,"Fell",2006,59.43333,10.7,"CO","Chondrite","Stony","Carbonaceous","CM-CO","11",0.00485781484723708
"7735",44714,"H6",167.7,"Fell",2003,1.345,31.47278,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7757",44876,"H5",29560,"Fell",2006,15.78333,-5.9,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7763",44882,"L6",4162,"Fell",1984,12.85,11.03333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"7789",45817,"H4-5",342,"Fell",2007,-16.66444,-69.04389,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7944",45976,"H/L4",478,"Fell",2007,3.405,-76.51,"H,L, or LL","Chondrite","Stony","Ordinary",NA,"11",0.00485781484723708
"7945",45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"7948",45984,"Eucrite-br",500,"Fell",2007,39.35,-3.51667,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708
"7952",47343,"L5",89.3,"Fell",1996,45.34583,-92.05167,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"7953",47344,"H5",4000,"Fell",2006,32.79732,21.78713,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7956",47347,"H5",1e+05,"Fell",2007,23.69639,-5.01472,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7959",47350,"H3-5",3396,"Fell",2007,37.35172,27.32997,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7960",47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708
"7961",47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","11",0.00485781484723708
"7962",47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708
"7963",47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708
"7964",47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708
"7965",47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","11",0.00485781484723708
"7966",47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","11",0.00485781484723708
"7967",47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","11",0.00485781484723708
"7970",47355,"Eucrite-mmict",960,"Fell",2004,40.30583,-105.02325,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708
"7972",47357,"L5/6",1600,"Fell",2004,20.33916,73.22329,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"7974",47361,"H4/5",70500,"Fell",2007,27.66667,95.78333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"7975",47362,"L5",100,"Fell",2006,22.68,70.31333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8103",48653,"Eucrite",324,"Fell",2007,-31.35,129.19,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708
"8104",48654,"H4",41000,"Fell",2008,52.996,-109.84817,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"8119",48691,"H5",1e+05,"Fell",2008,31.16333,-7.015,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"8130",48915,"Ureilite-an",3950,"Fell",2008,20.74575,32.41275,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"11",0.00485781484723708
"8133",48951,"LL6",110000,"Fell",2008,12.66667,78.03333,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708
"8136",48954,"L6",9500,"Fell",2009,31.805,-97.01,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8151",48973,"CM2",25.81,"Fell",2009,54.76183,11.46745,"CM","Chondrite","Stony","Carbonaceous","CM-CO","11",0.00485781484723708
"8153",48975,"L6",270,"Fell",2008,-31.91,-58.32833,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8183",49514,"H5",2138.74,"Fell",2009,31.96185,-110.434183,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"8207",50909,"L6",4000,"Fell",2008,-31.535556,-68.489444,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8209",50911,"H5",215,"Fell",2009,43.2,-79.61667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"8374",51559,"L5",6580,"Fell",2008,-1.87089,-79.95756,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8404",51589,"L6",3667,"Fell",2009,46.42137,14.05217,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8521",51706,"L5-6",6913,"Fell",2008,45.275,26.70972,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8710",52090,"L5",3584,"Fell",2010,42.9075,-90.36556,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8754",52412,"L5",23000,"Fell",1945,31.47556,113.56694,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"8860",52843,"L6",329.7,"Fell",2010,38.70066,-77.21163,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8893",53502,"H5",18.41,"Fell",2007,38.13742,-119.75812,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"8907",53633,"L5",2500,"Fell",2010,-20.85001,-41.73356,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8912",53654,"L4",5760,"Fell",2008,36.54194,29.41822,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"8931",53810,"H5",4300,"Fell",2010,48.76367,21.17633,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"8936",53829,"L6",1066,"Fell",2011,54.00883,22.005,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"9000",54493,"L6",14200,"Fell",2011,-1.00278,37.15028,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"9083",54719,"H5",1600,"Fell",2010,26.46469,106.63241,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"9087",54823,"Martian (shergottite)",7000,"Fell",2011,29.48195,-7.61123,"Shergottite","Achondrite","Stony","Martian","SNC","11",0.00485781484723708
"9281",55529,"C",992.5,"Fell",2012,38.80389,-120.90806,"Chondrite","Chondrite","Stony","Carbonaceous",NA,"11",0.00485781484723708
"9332",55584,"Achondrite-ung",0.15,"Fell",1917,44.11667,27.26667,"Achondrite","Achondrite","Stony",NA,NA,"2",0.463225690897741
"9414",56133,"L6",2900,"Fell",2012,40.66813,-117.18913,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"9790",56729,"L5",4440,"Fell",2003,12.9,0.08,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"9796",57165,"LL5",1e+05,"Fell",2013,54.81667,61.11667,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708
"9797",57167,"L6",3599,"Fell",2011,17.17493,-11.34133,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"9798",57168,"L6",190,"Fell",2003,17.71067,-11.3715,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
