,name,id,nametype,recclass,mass_in_grams,fell_or_found,year,latitude,longitude,GeoLocation,group
9254,Tagounite,23783,Valid,"Iron, IIIAB",3300.0,Found,1989,29.96667,-5.6,"(29.96667, -5.6)",IIIAB
9262,Tamarugal,23794,Valid,"Iron, IIIAB",320000.0,Found,1903,-20.8,-69.66667,"(-20.8, -69.66667)",IIIAB
9264,Tambo Quemado,23797,Valid,"Iron, IIIAB",141000.0,Found,1950,-14.66667,-74.5,"(-14.66667, -74.5)",IIIAB
9265,Tamentit,23798,Valid,"Iron, IIIAB",510000.0,Found,1864,27.71667,-0.25,"(27.71667, -0.25)",IIIAB
9372,Tendo,23896,Valid,"Iron, IIIAB",10100.0,Found,1910,38.35,140.37333,"(38.35, 140.37333)",IIIAB
9374,Teplá,23902,Valid,"Iron, IIIAB",17000.0,Found,1909,49.98333,12.86667,"(49.98333, 12.86667)",IIIAB
9385,Thunda,23978,Valid,"Iron, IIIAB",62100.0,Found,1881,-25.7,143.05,"(-25.7, 143.05)",IIIAB
9386,Thurlow,23979,Valid,"Iron, IIIAB",5500.0,Found,1888,44.75,-77.58333,"(44.75, -77.58333)",IIIAB
9393,Tieraco Creek,23987,Valid,"Iron, IIIAB",41700.0,Found,1922,-26.33333,118.33333,"(-26.33333, 118.33333)",IIIAB
9433,Tonganoxie,24025,Valid,"Iron, IIIAB",11800.0,Found,1886,39.08333,-95.11667,"(39.08333, -95.11667)",IIIAB
9439,Toubil River,24034,Valid,"Iron, IIIAB",22000.0,Found,1891,55.88333,89.1,"(55.88333, 89.1)",IIIAB
9445,Trenton,24045,Valid,"Iron, IIIAB",505000.0,Found,1858,43.36667,-88.13333,"(43.36667, -88.13333)",IIIAB
9484,Turtle River,24085,Valid,"Iron, IIIAB",22390.0,Found,1953,47.6,-94.76667,"(47.6, -94.76667)",IIIAB
9494,Uegit,24105,Valid,"Iron, IIIAB",252000.0,Found,1921,3.81667,43.33333,"(3.81667, 43.33333)",IIIAB
9563,Uruachic,24130,Valid,"Iron, IIIAB",13000.0,Found,1989,27.85,-108.23333,"(27.85, -108.23333)",IIIAB
9571,Uwharrie,24139,Valid,"Iron, IIIAB",72700.0,Found,1930,35.51667,-79.96667,"(35.51667, -79.96667)",IIIAB
9580,Veliko-Nikolaevsky Priisk,24157,Valid,"Iron, IIIAB",24267.0,Found,1902,53.83333,97.33333,"(53.83333, 97.33333)",IIIAB
9584,Verissimo,24163,Valid,"Iron, IIIAB",14000.0,Found,1965,-19.73333,-48.31667,"(-19.73333, -48.31667)",IIIAB
9586,Verkhne Udinsk,24166,Valid,"Iron, IIIAB",18000.0,Found,1854,54.76667,113.98333,"(54.76667, 113.98333)",IIIAB
9587,Verkhnyi Saltov,31352,Valid,"Iron, IIIAB",9530.0,Found,2001,50.11112,36.8001,"(50.11112, 36.8001)",IIIAB
9592,View Hill,24173,Valid,"Iron, IIIAB",33600.0,Found,1952,-43.32,172.06333,"(-43.32, 172.06333)",IIIAB
9597,Villa Regina,53827,Valid,"Iron, IIIAB",5030.0,Found,1979,-39.1,-67.06667,"(-39.1, -67.06667)",IIIAB
9604,Wabar,24194,Valid,"Iron, IIIAB",2550000.0,Found,1863,21.49972,50.47222,"(21.49972, 50.47222)",IIIAB
9608,Waingaromia,24198,Valid,"Iron, IIIAB",9200.0,Found,1915,-38.25,178.08333,"(-38.25, 178.08333)",IIIAB
9616,Wallareenya,24207,Valid,"Iron, IIIAB",4386.0,Found,1965,-20.66667,118.83333,"(-20.66667, 118.83333)",IIIAB
9651,Welland,24235,Valid,"Iron, IIIAB",8200.0,Found,1888,43.01667,-79.21667,"(43.01667, -79.21667)",IIIAB
9666,Whitecourt,47345,Valid,"Iron, IIIAB",5372.0,Found,2007,53.999167,-115.5975,"(53.999167, -115.5975)",IIIAB
9681,Willamette,24269,Valid,"Iron, IIIAB",15500000.0,Found,1902,45.36667,-122.58333,"(45.36667, -122.58333)",IIIAB
9692,Williston,24275,Valid,"Iron, IIIAB",7645.0,Found,1962,47.98333,-103.65,"(47.98333, -103.65)",IIIAB
9700,Wimberley,24282,Valid,"Iron, IIIAB",7800.0,Found,1976,29.96667,-98.11667,"(29.96667, -98.11667)",IIIAB
9707,Withrow,24320,Valid,"Iron, IIIAB?",8732.0,Found,1950,47.70667,-119.83,"(47.70667, -119.83)",IIIAB
9708,Wolf Creek,24326,Valid,"Iron, IIIAB",760000.0,Found,1947,-19.3,127.76667,"(-19.3, 127.76667)",IIIAB
9710,Wonyulgunna,24329,Valid,"Iron, IIIAB",37800.0,Found,1937,-24.91667,120.06667,"(-24.91667, 120.06667)",IIIAB
9736,Yarri,30356,Valid,"Iron, IIIAB",1500.0,Found,1908,-29.45,121.21667,"(-29.45, 121.21667)",IIIAB
9747,York (iron),30367,Valid,"Iron, IIIAB",835.0,Found,1878,40.75,-97.5,"(40.75, -97.5)",IIIAB
9750,Youanmi,30373,Valid,"Iron, IIIAB",118400.0,Found,1917,-29.5,118.75,"(-29.5, 118.75)",IIIAB
9771,Zerhamra,30403,Valid,"Iron, IIIAB-an",630000.0,Found,1967,29.85861,-2.645,"(29.85861, -2.645)",IIIAB
1656,Armanty,2335,Valid,"Iron, IIIE",28000000.0,Found,1898,47.0,88.0,"(47.0, 88.0)",IIIE
1886,Burlington,5172,Valid,"Iron, IIIE",68000.0,Found,1819,42.75,-75.18333,"(42.75, -75.18333)",IIIE
1897,Cachiyuyal,5190,Valid,"Iron, IIIE",2500.0,Found,1874,-25.0,-69.5,"(-25.0, -69.5)",IIIE
2117,Colonia Obrera,5405,Valid,"Iron, IIIE",12200.0,Found,1973,24.01667,-104.66667,"(24.01667, -104.66667)",IIIE
2149,Coopertown,5438,Valid,"Iron, IIIE",16800.0,Found,1860,36.43333,-87.0,"(36.43333, -87.0)",IIIE
6727,Kokstad,12341,Valid,"Iron, IIIE",341000.0,Found,1884,-30.55,29.41667,"(-30.55, 29.41667)",IIIE
7601,Paloduro,18081,Valid,"Iron, IIIE",3000.0,Found,1935,34.9,-101.21667,"(34.9, -101.21667)",IIIE
7716,Porto Alegre,52091,Valid,"Iron, IIIE",200000.0,Found,2005,-30.03306,-51.23,"(-30.03306, -51.23)",IIIE
8117,Rhine Villa,22594,Valid,"Iron, IIIE",3325.0,Found,1900,-34.66667,139.28333,"(-34.66667, 139.28333)",IIIE
9186,Staunton,23716,Valid,"Iron, IIIE",43500.0,Found,1869,38.21667,-79.05,"(38.21667, -79.05)",IIIE
9354,Tanokami Mountain,23872,Valid,"Iron, IIIE",174000.0,Found,1885,34.91667,135.96667,"(34.91667, 135.96667)",IIIE
9693,Willow Creek,24276,Valid,"Iron, IIIE",51000.0,Found,1914,43.46667,-106.76667,"(43.46667, -106.76667)",IIIE
1763,Binya,5052,Valid,"Iron, IIIF",11300.0,Found,1981,-34.225,146.38167,"(-34.225, 146.38167)",IIIF
2057,Cerro del Inca,5309,Valid,"Iron, IIIF",20600.0,Found,1997,-22.21667,-68.90833,"(-22.21667, -68.90833)",IIIF
2091,Clark County,5373,Valid,"Iron, IIIF",11300.0,Found,1937,38.0,-84.16667,"(38.0, -84.16667)",IIIF
5158,Fitzwater Pass,51738,Valid,"Iron, IIIF",65.4,Found,1974,42.03839,-120.58942,"(42.03839, -120.58942)",IIIF
6722,Klamath Falls,12330,Valid,"Iron, IIIF",17000.0,Found,1952,42.16667,-121.85,"(42.16667, -121.85)",IIIF
7124,Moonbi,16734,Valid,"Iron, IIIF",13200.0,Found,1892,-30.91667,151.28333,"(-30.91667, 151.28333)",IIIF
7257,Nelson County,16942,Valid,"Iron, IIIF",73030.0,Found,1856,37.75,-85.5,"(37.75, -85.5)",IIIF
7521,Oakley (iron),17972,Valid,"Iron, IIIF",111000.0,Found,1926,42.33333,-113.7,"(42.33333, -113.7)",IIIF
9179,St. Genevieve County,23086,Valid,"Iron, IIIF",244500.0,Found,1888,37.96667,-90.31667,"(37.96667, -90.31667)",IIIF
69,Ban Rong Du,4934,Valid,"Iron, ungrouped",16700.0,Fell,1993,16.66667,101.18333,"(16.66667, 101.18333)",Iron
406,Jalandhar,12069,Valid,Iron,1967.0,Fell,1621,31.0,75.0,"(31.0, 75.0)",Iron
488,Komagome,12343,Valid,Iron,238.0,Fell,1926,35.73333,139.75,"(35.73333, 139.75)",Iron
580,Mariaville,15419,Valid,Iron,340.0,Fell,1898,42.71667,-99.38333,"(42.71667, -99.38333)",Iron
674,Nedagolla,16935,Valid,"Iron, ungrouped",4500.0,Fell,1870,18.68333,83.48333,"(18.68333, 83.48333)",Iron
682,N'Goureyma,16968,Valid,"Iron, ungrouped",37500.0,Fell,1900,13.85,-4.38333,"(13.85, -4.38333)",Iron
742,Palinshih,18077,Valid,Iron,18000.0,Fell,1914,43.48333,118.61667,"(43.48333, 118.61667)",Iron
756,Patti,18118,Valid,Iron,12.0,Fell,1922,38.13333,14.96667,"(38.13333, 14.96667)",Iron
858,Sakauchi,23103,Valid,Iron,4180.0,Fell,1913,35.66667,136.3,"(35.66667, 136.3)",Iron
927,Soroti,23671,Valid,"Iron, ungrouped",2050.0,Fell,1945,1.7,33.63333,"(1.7, 33.63333)",Iron
1007,Tyumen,24095,Valid,Iron,750.0,Fell,1903,57.16667,65.53333,"(57.16667, 65.53333)",Iron
1610,Alikatnima,471,Valid,"Iron, ungrouped",20000.0,Found,1931,-23.33333,134.11667,"(-23.33333, 134.11667)",Iron
1625,Ameca-Ameca,2292,Valid,Iron,1.2,Found,1889,20.58333,-104.06667,"(20.58333, -104.06667)",Iron
1633,Answer,2309,Valid,Iron,11090.0,Found,1970,-21.65972,140.90694,"(-21.65972, 140.90694)",Iron
1659,ar-Rakhbah,2338,Valid,Iron,462.0,Found,1955,20.6,52.5,"(20.6, 52.5)",Iron
1691,Babb's Mill (Blake's Iron),4915,Valid,"Iron, ungrouped",136000.0,Found,1876,36.3,-82.88333,"(36.3, -82.88333)",Iron
1692,Babb's Mill (Troost's Iron),4916,Valid,"Iron, ungrouped",6400.0,Found,1842,36.3,-82.88333,"(36.3, -82.88333)",Iron
1694,Bacubirito,4919,Valid,"Iron, ungrouped",22000000.0,Found,1863,26.2,-107.83333,"(26.2, -107.83333)",Iron
1706,Barbacena,4940,Valid,"Iron, ungrouped",9026.0,Found,1918,-21.21667,-43.93333,"(-21.21667, -43.93333)",Iron
1707,Barbianello,4941,Valid,"Iron, ungrouped",860.0,Found,1960,45.05778,9.19556,"(45.05778, 9.19556)",Iron
1735,Benares (b),5012,Valid,Iron,367.0,Found,1979,25.33333,83.0,"(25.33333, 83.0)",Iron
1790,Blue Tier,5077,Valid,Iron,1400.0,Found,1890,-41.18333,148.03333,"(-41.18333, 148.03333)",Iron
1814,Bocaiuva,5092,Valid,"Iron, ungrouped",64000.0,Found,1965,-17.16667,-43.83333,"(-17.16667, -43.83333)",Iron
1829,Botetourt County,5116,Valid,Iron,500.0,Found,1850,37.5,-79.75,"(37.5, -79.75)",Iron
1894,Butler,5182,Valid,"Iron, ungrouped",41000.0,Found,1874,38.3,-94.36667,"(38.3, -94.36667)",Iron
1924,Cambria,5203,Valid,"Iron, ungrouped",16300.0,Found,1818,43.2,-78.8,"(43.2, -78.8)",Iron
1981,Campinorte,52093,Valid,"Iron, ungrouped",2000000.0,Found,1992,-14.258,-49.15917,"(-14.258, -49.15917)",Iron
1982,Campo de Pucara (iron),5246,Valid,Iron,41.0,Found,1879,-27.66667,-67.11667,"(-27.66667, -67.11667)",Iron
2015,Castray River,5294,Valid,Iron,10.0,Found,1899,-41.5,145.41667,"(-41.5, 145.41667)",Iron
2077,Chinga,5353,Valid,"Iron, ungrouped",209400.0,Found,1913,51.05833,94.4,"(51.05833, 94.4)",Iron
2098,Clinton,5381,Valid,Iron,7700.0,Found,1950,36.08333,-84.2,"(36.08333, -84.2)",Iron
2112,Coldwater (iron),5398,Valid,Iron,18400.0,Found,1923,37.26667,-99.33333,"(37.26667, -99.33333)",Iron
2119,Colorado Springs,5408,Valid,Iron,367.0,Found,1950,38.83333,-104.83333,"(38.83333, -104.83333)",Iron
2169,Cowra,5458,Valid,"Iron, ungrouped",5560.0,Found,1888,-33.85,148.68333,"(-33.85, 148.68333)",Iron
2234,Cruz del Aire,5478,Valid,"Iron, ungrouped",23000.0,Found,1911,26.5,-100.0,"(26.5, -100.0)",Iron
2263,Czestochowa Rakow I,5501,Valid,Iron,367.0,Found,1979,50.8,19.11667,"(50.8, 19.11667)",Iron
2264,Czestochowa Rakow II,5502,Valid,Iron,367.0,Found,1979,50.8,19.11667,"(50.8, 19.11667)",Iron
2265,Dadin,5503,Valid,Iron,27300.0,Found,1949,-38.91667,-69.2,"(-38.91667, -69.2)",Iron
3369,De Hoek,6622,Valid,"Iron, ungrouped",20930.0,Found,1960,-29.38333,23.1,"(-29.38333, 23.1)",Iron
3384,Deep Springs,6637,Valid,"Iron, ungrouped",11500.0,Found,1846,36.5,-79.75,"(36.5, -79.75)",Iron
3385,Dehesa,6638,Valid,"Iron, ungrouped",280.0,Found,1866,-33.5,-70.5,"(-33.5, -70.5)",Iron
3389,Dellys,6643,Valid,Iron,76.0,Found,1865,36.91667,3.91667,"(36.91667, 3.91667)",Iron
3403,Denver City,6661,Valid,"Iron, ungrouped",26100.0,Found,1975,33.07139,-102.80028,"(33.07139, -102.80028)",Iron
3406,Dermbach,6665,Valid,"Iron, ungrouped",1500.0,Found,1924,50.71667,10.11667,"(50.71667, 10.11667)",Iron
4837,Dorrigo,7720,Valid,"Iron, ungrouped",8500.0,Found,1948,-30.28333,152.66667,"(-30.28333, 152.66667)",Iron
4843,Dronino,7732,Valid,"Iron, ungrouped",40000.0,Found,2000,54.74667,41.42167,"(54.74667, 41.42167)",Iron
4846,Duan,7735,Valid,Iron,367.0,Found,1979,23.9,108.1,"(23.9, 108.1)",Iron
4891,El Chiflón,7796,Valid,Iron?,367.0,Found,1979,-29.43333,-66.83333,"(-29.43333, -66.83333)",Iron
5088,El Qoseir,7815,Valid,"Iron, ungrouped",2405.0,Found,1921,26.28333,34.25,"(26.28333, 34.25)",Iron
5091,El Simbolar,7818,Valid,Iron,40000.0,Found,1938,-30.63333,-64.88333,"(-30.63333, -64.88333)",Iron
5092,El Timbu,7820,Valid,Iron,500000.0,Found,1942,-33.11667,-60.96667,"(-33.11667, -60.96667)",Iron
5106,Ellisras,10023,Valid,Iron,2066.0,Found,1970,-23.83333,27.91667,"(-23.83333, 27.91667)",Iron
5112,Elton,10029,Valid,"Iron, ungrouped",1900.0,Found,1936,33.71667,-100.83333,"(33.71667, -100.83333)",Iron
5116,Emsland,10035,Valid,"Iron, ungrouped",19000.0,Found,1940,53.1,7.2,"(53.1, 7.2)",Iron
5119,Enon,10037,Valid,"Iron, ungrouped",763.0,Found,1883,39.86667,-83.95,"(39.86667, -83.95)",Iron
5154,Fillmore,10093,Valid,Iron,113.0,Found,1916,49.883333,-103.6,"(49.883333, -103.6)",Iron
5213,Fort Stockton,10168,Valid,Iron,4762.8,Found,1952,30.91667,-103.06667,"(30.91667, -103.06667)",Iron
5229,Fujian,10834,Valid,Iron,367.0,Found,1979,26.0,119.0,"(26.0, 119.0)",Iron
5231,Fukue,10835,Valid,Iron,7.3,Found,1849,32.7,128.85,"(32.7, 128.85)",Iron
5232,Fuling,10837,Valid,Iron,367.0,Found,1960,29.7,107.4,"(29.7, 107.4)",Iron
5249,Gebel Kamil,52031,Valid,"Iron, ungrouped",1600000.0,Found,2009,22.01833,26.08778,"(22.01833, 26.08778)",Iron
5253,Gerzeh,10907,Valid,Iron,367.0,Found,1911,29.31667,31.28333,"(29.31667, 31.28333)",Iron
5268,Glen Rose (iron),10932,Valid,"Iron, ungrouped",11000.0,Found,1934,32.25,-97.71667,"(32.25, -97.71667)",Iron
5269,Glenormiston,10933,Valid,"Iron, ungrouped",40800.0,Found,1925,-22.9,138.71667,"(-22.9, 138.71667)",Iron
5290,Grand Rapids,10955,Valid,"Iron, ungrouped",51700.0,Found,1883,42.96667,-85.76667,"(42.96667, -85.76667)",Iron
5300,Great Sand Sea 003,11183,Valid,Iron,110.0,Found,1991,26.05,25.66667,"(26.05, 25.66667)",Iron
5338,Griffith,11204,Valid,"Iron, ungrouped",6000.0,Found,1985,33.71667,-102.81667,"(33.71667, -102.81667)",Iron
5342,Guadaloupe County,11430,Valid,Iron,20.5,Found,1950,29.5,-98.0,"(29.5, -98.0)",Iron
5346,Guangyuan,11438,Valid,Iron,367.0,Found,1965,32.4,105.9,"(32.4, 105.9)",Iron
5347,Guffey,11441,Valid,"Iron, ungrouped",309000.0,Found,1907,38.76667,-105.51667,"(38.76667, -105.51667)",Iron
5349,Guin,11445,Valid,"Iron, ungrouped",34500.0,Found,1969,33.96667,-87.91667,"(33.96667, -87.91667)",Iron
5351,Guizhou,11447,Valid,Iron,367.0,Found,1979,25.4,107.5,"(25.4, 107.5)",Iron
5352,Gun Creek,11451,Valid,"Iron, ungrouped",22700.0,Found,1909,34.0,-111.0,"(34.0, -111.0)",Iron
5720,Hammond,11813,Valid,"Iron, ungrouped",24000.0,Found,1884,44.91667,-92.43333,"(44.91667, -92.43333)",Iron
5771,Hejing,11871,Valid,Iron,367.0,Found,1965,42.4,86.3,"(42.4, 86.3)",Iron
5790,Holliday,11897,Valid,Iron,12.0,Found,1950,33.75,-98.83333,"(33.75, -98.83333)",Iron
5799,Horse Creek,11910,Valid,"Iron, ungrouped",570.0,Found,1937,37.58333,-102.76667,"(37.58333, -102.76667)",Iron
5899,Illinois Gulch,12024,Valid,"Iron, ungrouped",2500.0,Found,1899,46.68333,-112.55,"(46.68333, -112.55)",Iron
6712,King Solomon,12314,Valid,Iron,367.0,Found,1952,-20.69944,139.80417,"(-20.69944, 139.80417)",Iron
6715,Kingston,12318,Valid,"Iron, ungrouped",12900.0,Found,1891,32.9,-107.73333,"(32.9, -107.73333)",Iron
6745,Krzadka,12365,Valid,Iron,2500.0,Found,1929,50.375,21.73333,"(50.375, 21.73333)",Iron
6761,Kumdah,12374,Valid,Iron,367.0,Found,1973,20.38333,45.08333,"(20.38333, 45.08333)",Iron
6772,La Caille,12393,Valid,"Iron, ungrouped",626000.0,Found,1828,43.73333,6.78333,"(43.73333, 6.78333)",Iron
6790,Laguna Manantiales,12413,Valid,Iron,92000.0,Found,1945,-48.58333,-67.41667,"(-48.58333, -67.41667)",Iron
6828,Lancaster County,12454,Valid,Iron,13000.0,Found,1903,40.66667,-96.75,"(40.66667, -96.75)",Iron
6830,Landor,12458,Valid,Iron,9000.0,Found,1931,-25.66667,117.0,"(-25.66667, 117.0)",Iron
6838,Lasher Creek,12735,Valid,Iron,639.5,Found,1948,42.83333,-74.5,"(42.83333, -74.5)",Iron
6844,Laurens County,12741,Valid,"Iron, ungrouped",2150.0,Found,1857,34.5,-82.03333,"(34.5, -82.03333)",Iron
6852,Lebedinnyi,12754,Valid,Iron,410.0,Found,1925,55.95,125.4,"(55.95, 125.4)",Iron
6853,Lefroy,12757,Valid,Iron,3.3,Found,1904,-40.73333,146.96667,"(-40.73333, 146.96667)",Iron
6910,Los Sauces,14710,Valid,Iron,997000.0,Found,1937,-29.41667,-66.85,"(-29.41667, -66.85)",Iron
6940,Lovina,45978,Valid,"Iron, ungrouped",8200.0,Found,1981,-8.65,115.21667,"(-8.65, 115.21667)",Iron
7009,Lujan,14752,Valid,Iron,50.0,Found,1878,-34.66667,-59.36667,"(-34.66667, -59.36667)",Iron
7013,Lusk,14761,Valid,Iron,46.0,Found,1940,42.76667,-104.35,"(42.76667, -104.35)",Iron
7035,Manlai,15407,Valid,"Iron, ungrouped",166800.0,Found,1954,44.33333,106.5,"(44.33333, 106.5)",Iron
7061,Mbosi,15456,Valid,"Iron, ungrouped",16000000.0,Found,1930,-9.11667,33.06667,"(-9.11667, 33.06667)",Iron
7095,Midland,16633,Valid,Iron,34.0,Found,1960,44.75,-79.88333,"(44.75, -79.88333)",Iron
7110,Misteca,16705,Valid,"Iron, ungrouped",10000.0,Found,1804,16.8,-97.1,"(16.8, -97.1)",Iron
7119,Mont Dieu,16722,Valid,"Iron, ungrouped",360000.0,Found,1994,49.55,4.86667,"(49.55, 4.86667)",Iron
7133,Morradal,16748,Valid,"Iron, ungrouped",2750.0,Found,1892,62.0,7.66667,"(62.0, 7.66667)",Iron
7163,Mrirt,16819,Valid,Iron,79900.0,Found,1937,33.13333,-5.56667,"(33.13333, -5.56667)",Iron
7216,Murchison Downs,16876,Valid,"Iron, ungrouped",33.0,Found,1925,-26.66667,119.0,"(-26.66667, 119.0)",Iron
7217,Murfreesboro,16877,Valid,"Iron, ungrouped",8600.0,Found,1847,35.83333,-86.41667,"(35.83333, -86.41667)",Iron
7229,Naifa,16895,Valid,Iron,8.0,Found,1932,19.93333,51.21667,"(19.93333, 51.21667)",Iron
7243,Nashville (iron),16920,Valid,Iron,18000.0,Found,1934,35.96667,-77.96667,"(35.96667, -77.96667)",Iron
7263,New Baltimore,16952,Valid,"Iron, ungrouped",20000.0,Found,1922,40.0,-78.85,"(40.0, -78.85)",Iron
7267,New Mexico,16957,Valid,Iron,130.0,Found,1935,34.5,-107.0,"(34.5, -107.0)",Iron
7279,Nochtuisk,16986,Valid,Iron,8.0,Found,1876,59.98333,117.58333,"(59.98333, 117.58333)",Iron
7284,Nordheim,16992,Valid,"Iron, ungrouped",15150.0,Found,1932,28.86667,-97.61667,"(28.86667, -97.61667)",Iron
7286,Norin-Shibir,16995,Valid,"Iron, ungrouped",3.5,Found,1900,51.85,107.91667,"(51.85, 107.91667)",Iron
7294,North Portugal,17005,Valid,Iron,367.0,Found,1931,41.0,-8.0,"(41.0, -8.0)",Iron
7298,Northampton,17009,Valid,Iron,353.0,Found,1963,42.31667,-72.63333,"(42.31667, -72.63333)",Iron
7565,Onello,18020,Valid,"Iron, ungrouped",164.0,Found,1997,63.16667,137.66667,"(63.16667, 137.66667)",Iron
7567,Opava,18021,Valid,Iron,14300.0,Found,1925,49.96667,17.9,"(49.96667, 17.9)",Iron
7639,Parma Canyon,18107,Valid,Iron,2150.0,Found,1940,43.8,-117.0,"(43.8, -117.0)",Iron
7643,Paulding County,18172,Valid,Iron,725.0,Found,1901,34.0,-84.8,"(34.0, -84.8)",Iron
7651,Pei Xian,18784,Valid,Iron,400000.0,Found,1917,34.7,117.0,"(34.7, 117.0)",Iron
7653,Pennyweight,18787,Valid,"Iron, ungrouped",12.7,Found,1982,-29.11667,122.08333,"(-29.11667, 122.08333)",Iron
7661,Petropavlovsk,18803,Valid,"Iron, ungrouped",7000.0,Found,1841,53.35,87.18333,"(53.35, 87.18333)",Iron
7667,Piedade do Bagre,18817,Valid,"Iron, ungrouped",59000.0,Found,1922,-18.94167,-44.98333,"(-18.94167, -44.98333)",Iron
7677,Piñon,18828,Valid,"Iron, ungrouped",17850.0,Found,1928,32.66667,-105.1,"(32.66667, -105.1)",Iron
7706,Poison Spring,18857,Valid,Iron,524.0,Found,1971,38.17,-110.36667,"(38.17, -110.36667)",Iron
7723,Prambanan,18884,Valid,"Iron, ungrouped",500000.0,Found,1797,-7.56667,110.83333,"(-7.56667, 110.83333)",Iron
7728,Prospector Pool,47700,Valid,"Iron, ungrouped",2768.0,Found,2003,-29.35,121.76667,"(-29.35, 121.76667)",Iron
7732,Puerta de Arauco,18896,Valid,Iron,1533.0,Found,1904,-28.88333,-66.66667,"(-28.88333, -66.66667)",Iron
7739,Qijiaojing,54610,Valid,"Iron, ungrouped",160000.0,Found,2003,43.75,92.91667,"(43.75, 92.91667)",Iron
7751,Rafrüti,22369,Valid,"Iron, ungrouped",18200.0,Found,1886,47.0,7.83333,"(47.0, 7.83333)",Iron
8076,Red Willow,22550,Valid,Iron,2750.0,Found,1899,40.25,-100.5,"(40.25, -100.5)",Iron
8077,Redfields,22551,Valid,"Iron, ungrouped",8740.0,Found,1969,-30.71667,116.5,"(-30.71667, 116.5)",Iron
8079,Reed City,22552,Valid,"Iron, ungrouped",20000.0,Found,1895,43.86667,-85.51667,"(43.86667, -85.51667)",Iron
8282,Rub' al-Khali 003,22778,Valid,Iron,18.0,Found,1957,20.0,50.0,"(20.0, 50.0)",Iron
8297,Saginaw,22797,Valid,Iron,44500.0,Found,1979,32.86583,-97.32306,"(32.86583, -97.32306)",Iron
8304,Salina,23108,Valid,Iron,235.0,Found,1908,38.98333,-111.85,"(38.98333, -111.85)",Iron
8401,Santiago Papasquiero,23169,Valid,"Iron, ungrouped",119500.0,Found,1958,24.5,-106.0,"(24.5, -106.0)",Iron
8904,Selcany,23482,Valid,Iron,20.0,Found,1900,49.75,14.41667,"(49.75, 14.41667)",Iron
8956,Shingle Springs,23535,Valid,"Iron, ungrouped",39000.0,Found,1869,38.66667,-120.93333,"(38.66667, -120.93333)",Iron
9082,Shohaku,23580,Valid,Iron,101.0,Found,1938,40.31667,126.91667,"(40.31667, 126.91667)",Iron
9112,Sleeper Camp 002,23628,Valid,Iron,39.5,Found,1966,-30.48333,126.25,"(-30.48333, 126.25)",Iron
9157,Soper,23669,Valid,"Iron, ungrouped",3700.0,Found,1938,34.03333,-95.58333,"(34.03333, -95.58333)",Iron
9160,South Byron,23676,Valid,"Iron, ungrouped",6000.0,Found,1915,43.03333,-78.03333,"(43.03333, -78.03333)",Iron
9239,Suwa,23764,Valid,Iron,203.0,Found,1915,36.03333,138.08333,"(36.03333, 138.08333)",Iron
9373,Teocaltiche,23901,Valid,Iron,10000.0,Found,1903,21.43333,-102.56667,"(21.43333, -102.56667)",Iron
9425,Tishomingo,24010,Valid,"Iron, ungrouped",260000.0,Found,1965,34.25,-96.68333,"(34.25, -96.68333)",Iron
9446,Tres Castillos,24047,Valid,"Iron, ungrouped",150000.0,Found,1992,29.47,-105.8,"(29.47, -105.8)",Iron
9452,Tucson,24061,Valid,"Iron, ungrouped",975000.0,Found,1850,31.85,-110.96667,"(31.85, -110.96667)",Iron
9460,Tulia (iron),24070,Valid,Iron,190.0,Found,1969,34.555,-101.63,"(34.555, -101.63)",Iron
9561,Ur,24125,Valid,Iron,367.0,Found,1979,30.9,46.01667,"(30.9, 46.01667)",Iron
9624,Washington County,24217,Valid,"Iron, ungrouped",5750.0,Found,1927,39.7,-103.16667,"(39.7, -103.16667)",Iron
9672,Wietrzno-Bobrka,24259,Valid,Iron,376.0,Found,1979,49.41667,21.7,"(49.41667, 21.7)",Iron
9694,Willow Grove,24277,Valid,"Iron, ungrouped",11700.0,Found,1995,-38.10306,146.18111,"(-38.10306, 146.18111)",Iron
9753,Ysleta,30375,Valid,"Iron, ungrouped",140700.0,Found,1914,31.65,-106.18333,"(31.65, -106.18333)",Iron
9758,Zacatecas (1792),30381,Valid,"Iron, ungrouped",1000000.0,Found,1792,22.81667,-102.56667,"(22.81667, -102.56667)",Iron
9764,Zapata County,30393,Valid,Iron,367.0,Found,1930,27.0,-99.0,"(27.0, -99.0)",Iron
9774,Zhongxiang,30406,Valid,Iron,100000.0,Found,1981,31.2,112.5,"(31.2, 112.5)",Iron
16,Akyumak,433,Valid,"Iron, IVA",50000.0,Fell,1981,39.91667,42.81667,"(39.91667, 42.81667)",IVA
185,Charlotte,5328,Valid,"Iron, IVA",4300.0,Fell,1835,36.16667,-87.33333,"(36.16667, -87.33333)",IVA
686,Ningbo,16980,Valid,"Iron, IVA",14250.0,Fell,1975,29.86667,121.48333,"(29.86667, 121.48333)",IVA
829,Rembang,22585,Valid,"Iron, IVA",10000.0,Fell,1919,-6.73333,111.36667,"(-6.73333, 111.36667)",IVA
1602,Albion,457,Valid,"Iron, IVA",12280.0,Found,1966,46.83333,-117.25,"(46.83333, -117.25)",IVA
1621,Altonah,2286,Valid,"Iron, IVA",21500.0,Found,1932,40.56667,-110.48333,"(40.56667, -110.48333)",IVA
