,name,id,nametype,recclass,mass_in_grams,fell_or_found,year,latitude,longitude,GeoLocation,group
3892,Dhofar 1568,52434,Valid,H4,1460.0,Found,2009,18.88333,54.68383,"(18.88333, 54.68383)",H
3894,Dhofar 157,6942,Valid,H5,5300.0,Found,2000,19.08833,54.79267,"(19.08833, 54.79267)",H
3895,Dhofar 1570,52436,Valid,H5,948.0,Found,2006,18.68783,54.41217,"(18.68783, 54.41217)",H
3899,Dhofar 1577,52010,Valid,H5,530.0,Found,2008,19.2872,54.63597,"(19.2872, 54.63597)",H
3900,Dhofar 1578,52011,Valid,H5,231.1,Found,2009,19.55387,54.03053,"(19.55387, 54.03053)",H
3902,Dhofar 158,6943,Valid,H4,69.7,Found,2000,19.37306,54.7625,"(19.37306, 54.7625)",H
3904,Dhofar 1581,52587,Valid,H5,488.0,Found,2004,18.48683,54.35033,"(18.48683, 54.35033)",H
3906,Dhofar 1583,52589,Valid,H5,510.0,Found,2004,18.49767,54.33017,"(18.49767, 54.33017)",H
3907,Dhofar 1584,52590,Valid,H5,194.0,Found,2004,18.42083,54.428,"(18.42083, 54.428)",H
3909,Dhofar 1586,52592,Valid,H5,78.0,Found,2004,19.17017,54.56867,"(19.17017, 54.56867)",H
3910,Dhofar 1587,52593,Valid,H5,36.0,Found,2004,19.05767,54.54567,"(19.05767, 54.54567)",H
3912,Dhofar 1589,52595,Valid,H5,360.0,Found,2004,18.67267,54.42917,"(18.67267, 54.42917)",H
3914,Dhofar 1590,52596,Valid,H5,996.0,Found,2004,18.95167,54.28117,"(18.95167, 54.28117)",H
3915,Dhofar 1591,52597,Valid,H5,556.0,Found,2005,18.76433,54.387,"(18.76433, 54.387)",H
3916,Dhofar 1592,52598,Valid,H5,274.0,Found,2004,18.918,54.35383,"(18.918, 54.35383)",H
3917,Dhofar 1593,52599,Valid,H5,1254.0,Found,2004,18.93583,54.3195,"(18.93583, 54.3195)",H
3918,Dhofar 1594,52600,Valid,H6-melt breccia,176.0,Found,2004,18.9895,54.43417,"(18.9895, 54.43417)",H
3920,Dhofar 1596,52602,Valid,H5-melt breccia,110.0,Found,2004,18.32117,54.1995,"(18.32117, 54.1995)",H
3921,Dhofar 1597,52603,Valid,H5,4558.0,Found,2004,18.96133,54.3685,"(18.96133, 54.3685)",H
3923,Dhofar 1599,52621,Valid,H5,240.0,Found,2004,18.88133,54.39867,"(18.88133, 54.39867)",H
3924,Dhofar 160,6945,Valid,H3,653.8,Found,2000,19.25889,54.83833,"(19.25889, 54.83833)",H
3927,Dhofar 1611,52634,Valid,H5,1124.0,Found,2003,19.13333,54.65267,"(19.13333, 54.65267)",H
3935,Dhofar 1624,54597,Valid,H-melt rock,621.0,Found,2009,18.16358,54.27542,"(18.16358, 54.27542)",H
3936,Dhofar 1625,54598,Valid,H~4,308.6,Found,2009,18.66975,54.21358,"(18.66975, 54.21358)",H
3941,Dhofar 1630,55278,Valid,H5,1357.0,Found,2004,18.69667,54.37167,"(18.69667, 54.37167)",H
3942,Dhofar 1631,55279,Valid,H5,3770.0,Found,2004,18.712,54.40033,"(18.712, 54.40033)",H
3944,Dhofar 1633,55281,Valid,H5,88.0,Found,2004,19.1425,54.76917,"(19.1425, 54.76917)",H
3945,Dhofar 1634,55282,Valid,H5,46.0,Found,2004,18.82583,54.4295,"(18.82583, 54.4295)",H
3946,Dhofar 1635,55283,Valid,H5,330.0,Found,2004,18.94267,54.319,"(18.94267, 54.319)",H
3948,Dhofar 1637,55285,Valid,H5,44.0,Found,2004,18.9665,54.28167,"(18.9665, 54.28167)",H
3951,Dhofar 164,6949,Valid,H6,911.0,Found,2000,19.0275,54.68083,"(19.0275, 54.68083)",H
3952,Dhofar 1640,55288,Valid,H5,144.0,Found,2004,18.92283,54.57283,"(18.92283, 54.57283)",H
3954,Dhofar 1642,55398,Valid,H6,1540.0,Found,2009,18.92618,54.7253,"(18.92618, 54.7253)",H
3956,Dhofar 1644,55520,Valid,H6,11.8,Found,2011,18.95108,54.51506,"(18.95108, 54.51506)",H
3957,Dhofar 1645,55521,Valid,H6,48.5,Found,2011,18.91567,54.49519,"(18.91567, 54.49519)",H
3959,Dhofar 1647,55565,Valid,H6,444.0,Found,2011,19.13703,54.82478,"(19.13703, 54.82478)",H
3962,Dhofar 165,6950,Valid,H6,92.0,Found,2000,19.055,54.57889,"(19.055, 54.57889)",H
3963,Dhofar 1650,55568,Valid,H6,930.0,Found,2011,19.05822,54.57192,"(19.05822, 54.57192)",H
3966,Dhofar 1653,55571,Valid,H6,2724.0,Found,2011,18.5979,54.45062,"(18.5979, 54.45062)",H
3970,Dhofar 1657,55575,Valid,H6,883.0,Found,2011,18.36015,54.39437,"(18.36015, 54.39437)",H
3973,Dhofar 166,6951,Valid,H6,97.0,Found,2000,19.0475,54.59194,"(19.0475, 54.59194)",H
3975,Dhofar 1661,55579,Valid,H6,63.0,Found,2011,18.9914,54.68027,"(18.9914, 54.68027)",H
3976,Dhofar 1662,55580,Valid,H6,545.0,Found,2011,19.1052,54.80602,"(19.1052, 54.80602)",H
3977,Dhofar 1663,55581,Valid,H5,422.0,Found,2011,19.13905,54.87353,"(19.13905, 54.87353)",H
3978,Dhofar 1664,55582,Valid,H6,2266.0,Found,2011,19.179,54.93267,"(19.179, 54.93267)",H
3983,Dhofar 167,6952,Valid,H6,3636.0,Found,2000,19.05889,54.615,"(19.05889, 54.615)",H
3984,Dhofar 1670,56096,Valid,H4,590.1,Found,2011,18.53958,54.57358,"(18.53958, 54.57358)",H
3990,Dhofar 1676,56182,Valid,H4,13.23,Found,2011,19.43382,54.69043,"(19.43382, 54.69043)",H
3991,Dhofar 1677,56183,Valid,H5,4388.0,Found,2011,19.36518,54.51565,"(19.36518, 54.51565)",H
3992,Dhofar 1678,56184,Valid,H6,13.02,Found,2011,19.36222,54.51893,"(19.36222, 54.51893)",H
3993,Dhofar 1679,56185,Valid,H4,184.3,Found,2011,19.37243,54.52335,"(19.37243, 54.52335)",H
3995,Dhofar 1680,56186,Valid,H4,29.2,Found,2011,19.26465,54.49753,"(19.26465, 54.49753)",H
3996,Dhofar 1681,56187,Valid,H5,153.0,Found,2011,19.2701,54.49733,"(19.2701, 54.49733)",H
3998,Dhofar 1683,56189,Valid,H5,318.6,Found,2011,19.65395,54.2377,"(19.65395, 54.2377)",H
3999,Dhofar 1684,56190,Valid,H5,199.9,Found,2011,19.61972,54.14843,"(19.61972, 54.14843)",H
4000,Dhofar 1685,56191,Valid,H5,769.3,Found,2011,19.61977,54.14807,"(19.61977, 54.14807)",H
4001,Dhofar 1686,56192,Valid,H4,188.6,Found,2011,19.55838,54.12582,"(19.55838, 54.12582)",H
4004,Dhofar 1689,56195,Valid,H5,22.3,Found,2011,18.188,54.2698,"(18.188, 54.2698)",H
4005,Dhofar 169,6954,Valid,H6,243.1,Found,2000,19.05139,54.56194,"(19.05139, 54.56194)",H
4006,Dhofar 1690,56196,Valid,H5,700.5,Found,2011,18.20358,54.29502,"(18.20358, 54.29502)",H
4007,Dhofar 1691,56197,Valid,H5-6,105.5,Found,2011,18.21135,54.2995,"(18.21135, 54.2995)",H
4010,Dhofar 1694,56319,Valid,H6,740.0,Found,2010,19.10978,54.81697,"(19.10978, 54.81697)",H
4011,Dhofar 1695,56320,Valid,H6,326.0,Found,2010,19.09578,54.80188,"(19.09578, 54.80188)",H
4012,Dhofar 1696,56321,Valid,H6,936.0,Found,2010,19.14333,54.65583,"(19.14333, 54.65583)",H
4013,Dhofar 1697,56322,Valid,H6,387.0,Found,2010,19.06252,54.55953,"(19.06252, 54.55953)",H
4014,Dhofar 1698,56323,Valid,H6,450.0,Found,2010,18.92783,54.60623,"(18.92783, 54.60623)",H
4015,Dhofar 1699,56324,Valid,H4,172.0,Found,2010,18.94895,54.68008,"(18.94895, 54.68008)",H
4016,Dhofar 170,6955,Valid,H6,176.2,Found,2000,19.05389,54.56722,"(19.05389, 54.56722)",H
4018,Dhofar 1701,56326,Valid,H5,984.0,Found,2010,18.52065,54.47985,"(18.52065, 54.47985)",H
4019,Dhofar 1702,56327,Valid,H6,537.0,Found,2010,18.72892,54.37255,"(18.72892, 54.37255)",H
4020,Dhofar 1703,56328,Valid,H6,193.0,Found,2010,19.11453,54.81357,"(19.11453, 54.81357)",H
4025,Dhofar 1708,56333,Valid,H5,124.0,Found,2010,18.99178,54.59548,"(18.99178, 54.59548)",H
4026,Dhofar 1710,56334,Valid,H6,800.0,Found,2010,18.61798,54.27775,"(18.61798, 54.27775)",H
4031,Dhofar 1715,56339,Valid,H6,81.0,Found,2010,19.05502,54.54472,"(19.05502, 54.54472)",H
4032,Dhofar 1716,56340,Valid,H5,1540.0,Found,2010,18.91025,54.63185,"(18.91025, 54.63185)",H
4034,Dhofar 1718,56341,Valid,H6,75.0,Found,2010,19.13873,54.66188,"(19.13873, 54.66188)",H
4036,Dhofar 172,6956,Valid,H6,67.3,Found,2000,19.06278,54.55944,"(19.06278, 54.55944)",H
4038,Dhofar 1721,56344,Valid,H5,238.0,Found,2010,18.95435,54.6369,"(18.95435, 54.6369)",H
4039,Dhofar 1722,56345,Valid,H5,25000.0,Found,2010,19.08188,54.71472,"(19.08188, 54.71472)",H
4040,Dhofar 1723,56346,Valid,H6,536.0,Found,2010,18.98955,54.68367,"(18.98955, 54.68367)",H
4041,Dhofar 1724,56347,Valid,H4,1768.0,Found,2010,19.30085,54.83333,"(19.30085, 54.83333)",H
4043,Dhofar 1726,56423,Valid,H3,1050.0,Found,2011,19.1823,54.88755,"(19.1823, 54.88755)",H
4044,Dhofar 1727,56354,Valid,H6,453.0,Found,2011,19.13952,54.66558,"(19.13952, 54.66558)",H
4046,Dhofar 1729,56356,Valid,H6,482.0,Found,2011,19.00318,54.611,"(19.00318, 54.611)",H
4047,Dhofar 173,6957,Valid,H6,293.1,Found,2000,19.06278,54.56,"(19.06278, 54.56)",H
4048,Dhofar 1730,56357,Valid,H6,1763.0,Found,2011,18.49222,54.1814,"(18.49222, 54.1814)",H
4049,Dhofar 1731,56358,Valid,H5,2222.0,Found,2011,18.57053,54.164,"(18.57053, 54.164)",H
4053,Dhofar 1739,56477,Valid,H4,130.0,Found,1979,19.17694,54.89417,"(19.17694, 54.89417)",H
4054,Dhofar 174,6958,Valid,H6,312.9,Found,2000,19.06389,54.56389,"(19.06389, 54.56389)",H
4056,Dhofar 1741,56479,Valid,H5,66.0,Found,1979,19.10778,54.82167,"(19.10778, 54.82167)",H
4057,Dhofar 1742,56480,Valid,H5,4.4,Found,1979,19.10889,54.82722,"(19.10889, 54.82722)",H
4059,Dhofar 1744,56482,Valid,H5,1414.0,Found,1979,19.14972,54.58583,"(19.14972, 54.58583)",H
4060,Dhofar 1745,56483,Valid,H5,12.1,Found,1979,19.07833,54.50556,"(19.07833, 54.50556)",H
4061,Dhofar 1746,56484,Valid,H5,19.2,Found,1979,19.05667,54.5125,"(19.05667, 54.5125)",H
4062,Dhofar 1747,56485,Valid,H5,81.0,Found,1979,19.05556,54.50917,"(19.05556, 54.50917)",H
4063,Dhofar 1748,56486,Valid,H5,34.4,Found,1979,19.07611,54.57556,"(19.07611, 54.57556)",H
4064,Dhofar 1749,56487,Valid,H5,35.3,Found,1979,19.16083,54.75667,"(19.16083, 54.75667)",H
4065,Dhofar 175,6959,Valid,H6,173.0,Found,2000,19.0625,54.55222,"(19.0625, 54.55222)",H
4066,Dhofar 1750,56488,Valid,H5,123.0,Found,1979,19.18639,54.61472,"(19.18639, 54.61472)",H
4067,Dhofar 1751,56489,Valid,H5,20.9,Found,1979,19.2025,54.5875,"(19.2025, 54.5875)",H
4068,Dhofar 1752,56490,Valid,H5,88.0,Found,1979,19.23722,54.74583,"(19.23722, 54.74583)",H
4071,Dhofar 176,6960,Valid,H4,312.0,Found,2000,19.06917,54.53472,"(19.06917, 54.53472)",H
4072,Dhofar 177,6961,Valid,H6,21.5,Found,2000,19.06667,54.5325,"(19.06667, 54.5325)",H
4074,Dhofar 179,6963,Valid,H5,193.3,Found,2000,18.92056,54.61639,"(18.92056, 54.61639)",H
4075,Dhofar 180,6964,Valid,H5,271.5,Found,2000,18.92722,54.57972,"(18.92722, 54.57972)",H
4076,Dhofar 181,6965,Valid,H5,238.9,Found,2000,18.92972,54.57139,"(18.92972, 54.57139)",H
4083,Dhofar 188,6972,Valid,H4,234.0,Found,2000,18.21167,54.14833,"(18.21167, 54.14833)",H
4084,Dhofar 189,6973,Valid,H3.8,120.0,Found,2000,18.34167,54.195,"(18.34167, 54.195)",H
4085,Dhofar 190,6974,Valid,H4,90.0,Found,2000,18.38833,54.295,"(18.38833, 54.295)",H
4086,Dhofar 191,6975,Valid,H4,226.0,Found,2000,18.405,54.245,"(18.405, 54.245)",H
4087,Dhofar 192,6976,Valid,H4,4779.0,Found,1999,18.26167,54.24333,"(18.26167, 54.24333)",H
4088,Dhofar 193,6977,Valid,H4,582.0,Found,2000,18.68667,54.41833,"(18.68667, 54.41833)",H
4089,Dhofar 194,6978,Valid,H4,134.0,Found,2000,18.83667,54.27,"(18.83667, 54.27)",H
4090,Dhofar 195,6979,Valid,H3-5,2384.0,Found,1999,18.26333,54.24667,"(18.26333, 54.24667)",H
4092,Dhofar 197,6981,Valid,H4,174.5,Found,1999,18.38833,54.26667,"(18.38833, 54.26667)",H
4094,Dhofar 199,6983,Valid,H4,160.0,Found,1999,18.39333,54.16667,"(18.39333, 54.16667)",H
4095,Dhofar 200,6984,Valid,H4,1816.0,Found,2000,19.30333,54.59833,"(19.30333, 54.59833)",H
4097,Dhofar 202,6986,Valid,H4-5,1178.1,Found,2000,19.41667,54.75667,"(19.41667, 54.75667)",H
4098,Dhofar 203,6987,Valid,H4,274.0,Found,2000,18.18333,54.12333,"(18.18333, 54.12333)",H
4100,Dhofar 205,6989,Valid,H4-5,20.0,Found,2000,19.39333,54.78,"(19.39333, 54.78)",H
4102,Dhofar 207,6991,Valid,H3.4/3.5,499.5,Found,1999,18.26333,54.06833,"(18.26333, 54.06833)",H
4103,Dhofar 208,6992,Valid,H3.9,12.0,Found,2000,18.80167,54.29,"(18.80167, 54.29)",H
4104,Dhofar 209,6993,Valid,H4,111.0,Found,2001,18.49333,54.25167,"(18.49333, 54.25167)",H
4106,Dhofar 211,6995,Valid,H4,255.0,Found,2001,18.25667,54.18167,"(18.25667, 54.18167)",H
4107,Dhofar 212,6996,Valid,H3.9,1456.0,Found,2000,18.86,54.83167,"(18.86, 54.83167)",H
4108,Dhofar 213,6997,Valid,H5,256.0,Found,2000,18.525,54.11667,"(18.525, 54.11667)",H
4109,Dhofar 214,6998,Valid,H6,11.0,Found,2001,19.04333,54.555,"(19.04333, 54.555)",H
4110,Dhofar 215,6999,Valid,H4,86.0,Found,2001,18.535,54.32167,"(18.535, 54.32167)",H
4113,Dhofar 218,7002,Valid,H4,570.0,Found,2001,18.685,54.40667,"(18.685, 54.40667)",H
4114,Dhofar 219,7003,Valid,H5,99.0,Found,2001,18.14,54.16167,"(18.14, 54.16167)",H
4115,Dhofar 220,7004,Valid,H4,132.0,Found,2001,18.485,54.315,"(18.485, 54.315)",H
4118,Dhofar 223,7007,Valid,H4,1708.0,Found,2000,18.26667,54.09667,"(18.26667, 54.09667)",H
4119,Dhofar 224,7008,Valid,H4,14974.0,Found,2001,19.15833,54.57333,"(19.15833, 54.57333)",H
4121,Dhofar 226,7010,Valid,H6,62.0,Found,2001,19.11167,54.82833,"(19.11167, 54.82833)",H
4124,Dhofar 229,7013,Valid,H6,716.0,Found,2000,19.05667,54.575,"(19.05667, 54.575)",H
4125,Dhofar 230,7014,Valid,H4,144.0,Found,2001,18.99833,54.585,"(18.99833, 54.585)",H
4126,Dhofar 231,7015,Valid,H4,1780.0,Found,2001,18.79167,54.57667,"(18.79167, 54.57667)",H
4129,Dhofar 234,7018,Valid,H6,98.0,Found,2000,19.07,54.45667,"(19.07, 54.45667)",H
4132,Dhofar 237,7021,Valid,H5,206.0,Found,2000,19.17667,54.625,"(19.17667, 54.625)",H
4133,Dhofar 239,7022,Valid,H4,4950.0,Found,2000,18.4235,54.48,"(18.4235, 54.48)",H
4135,Dhofar 241,7024,Valid,H5/6,451.8,Found,2001,18.65183,54.77383,"(18.65183, 54.77383)",H
4136,Dhofar 242,7025,Valid,H5,58.4,Found,2001,18.62717,54.75083,"(18.62717, 54.75083)",H
4137,Dhofar 243,7026,Valid,H6,185.3,Found,2001,18.62317,54.7285,"(18.62317, 54.7285)",H
4138,Dhofar 244,7027,Valid,H5,178.3,Found,2001,18.6305,54.73283,"(18.6305, 54.73283)",H
4140,Dhofar 246,7029,Valid,H5,50.0,Found,2001,18.66933,54.728,"(18.66933, 54.728)",H
4141,Dhofar 247,7030,Valid,H6,97.8,Found,2001,18.98567,54.60083,"(18.98567, 54.60083)",H
4143,Dhofar 249,7032,Valid,H6,36.6,Found,2001,18.98667,54.60217,"(18.98667, 54.60217)",H
4146,Dhofar 252,7035,Valid,H3,64.3,Found,2001,18.5985,54.03383,"(18.5985, 54.03383)",H
4147,Dhofar 253,7036,Valid,H4/5,413.0,Found,2001,18.62467,54.09667,"(18.62467, 54.09667)",H
4149,Dhofar 255,7038,Valid,H6,11.3,Found,2001,18.745,54.38517,"(18.745, 54.38517)",H
4150,Dhofar 256,7039,Valid,H6,1465.4,Found,2001,18.74583,54.38433,"(18.74583, 54.38433)",H
4151,Dhofar 257,7040,Valid,H6,2520.1,Found,2001,18.74667,54.38333,"(18.74667, 54.38333)",H
4152,Dhofar 258,7041,Valid,H5,110.2,Found,2001,18.70933,54.303,"(18.70933, 54.303)",H
4155,Dhofar 261,7044,Valid,H4/5,787.5,Found,2001,19.15383,54.71933,"(19.15383, 54.71933)",H
4156,Dhofar 262,7045,Valid,H6,291.8,Found,2001,18.27733,54.25533,"(18.27733, 54.25533)",H
4160,Dhofar 266,7049,Valid,H5,85.6,Found,2001,18.75783,54.4365,"(18.75783, 54.4365)",H
4161,Dhofar 267,7050,Valid,H5,1910.0,Found,2000,18.32667,54.21833,"(18.32667, 54.21833)",H
4162,Dhofar 268,7051,Valid,H4,124.0,Found,2000,18.90167,54.56167,"(18.90167, 54.56167)",H
4163,Dhofar 269,7052,Valid,H5,2006.0,Found,2000,19.03833,54.515,"(19.03833, 54.515)",H
4165,Dhofar 271,7054,Valid,H4,1335.0,Found,2000,18.265,54.045,"(18.265, 54.045)",H
4170,Dhofar 276,7059,Valid,H5,7285.0,Found,2001,18.65,54.135,"(18.65, 54.135)",H
4177,Dhofar 283,7066,Valid,H6,1788.0,Found,2001,18.44,54.01833,"(18.44, 54.01833)",H
4183,Dhofar 289,7072,Valid,H6,1180.0,Found,2001,18.33333,54.19333,"(18.33333, 54.19333)",H
4186,Dhofar 292,7075,Valid,H6,804.0,Found,2000,19.36833,54.68,"(19.36833, 54.68)",H
4188,Dhofar 294,7077,Valid,H3.9,5988.0,Found,2001,18.61333,54.5,"(18.61333, 54.5)",H
4192,Dhofar 298,7081,Valid,H6,677.0,Found,2001,18.17667,54.26333,"(18.17667, 54.26333)",H
4207,Dhofar 313,7096,Valid,H5,200.0,Found,2001,18.45167,54.03167,"(18.45167, 54.03167)",H
4209,Dhofar 315,7098,Valid,H5,411.25,Found,2001,19.35333,54.825,"(19.35333, 54.825)",H
4213,Dhofar 319,7102,Valid,H5,416.0,Found,2000,18.57,54.28667,"(18.57, 54.28667)",H
4215,Dhofar 321,7104,Valid,H4,594.0,Found,2001,18.34833,54.28667,"(18.34833, 54.28667)",H
4216,Dhofar 322,7105,Valid,H5,658.0,Found,2000,18.33667,54.22167,"(18.33667, 54.22167)",H
4217,Dhofar 323,7106,Valid,H5,688.0,Found,2001,18.21833,54.10667,"(18.21833, 54.10667)",H
4218,Dhofar 324,7107,Valid,H6,448.0,Found,2001,18.90333,54.57833,"(18.90333, 54.57833)",H
4220,Dhofar 326,7109,Valid,H5,618.0,Found,2000,19.03333,54.515,"(19.03333, 54.515)",H
4223,Dhofar 329,7112,Valid,H6,475.0,Found,2000,18.91833,54.57833,"(18.91833, 54.57833)",H
4225,Dhofar 331,7114,Valid,H5,946.0,Found,2000,18.14167,54.08667,"(18.14167, 54.08667)",H
4226,Dhofar 332,7115,Valid,H5,794.0,Found,2000,18.26833,54.12167,"(18.26833, 54.12167)",H
4228,Dhofar 334,7117,Valid,H3.9,973.0,Found,2000,19.05667,54.69833,"(19.05667, 54.69833)",H
4232,Dhofar 338,7121,Valid,H4,1140.0,Found,2001,18.76167,54.70333,"(18.76167, 54.70333)",H
4235,Dhofar 341,7124,Valid,H5,116.0,Found,2000,19.32833,54.705,"(19.32833, 54.705)",H
4236,Dhofar 342,7125,Valid,H5,58.0,Found,2001,18.32833,54.035,"(18.32833, 54.035)",H
4237,Dhofar 343,7126,Valid,H5,62.0,Found,2001,18.345,54.19667,"(18.345, 54.19667)",H
4238,Dhofar 344,7127,Valid,H5,76.0,Found,2001,18.44333,54.21667,"(18.44333, 54.21667)",H
4239,Dhofar 345,7128,Valid,H4,31.0,Found,2000,19.11667,54.80833,"(19.11667, 54.80833)",H
4240,Dhofar 346,7129,Valid,H5,1345.0,Found,2001,18.915,54.6,"(18.915, 54.6)",H
4244,Dhofar 350,7133,Valid,H5,112.0,Found,2001,18.82167,54.22667,"(18.82167, 54.22667)",H
4247,Dhofar 353,7136,Valid,H5/6,666.0,Found,2000,18.6676,54.60492,"(18.6676, 54.60492)",H
4248,Dhofar 354,7137,Valid,H6,810.0,Found,2000,18.65917,54.7296,"(18.65917, 54.7296)",H
4249,Dhofar 355,7138,Valid,H6,641.0,Found,2000,18.63775,54.73005,"(18.63775, 54.73005)",H
4250,Dhofar 356,7139,Valid,H6,1372.0,Found,2000,18.63768,54.73132,"(18.63768, 54.73132)",H
4251,Dhofar 357,7140,Valid,H6,308.0,Found,2000,18.63538,54.73105,"(18.63538, 54.73105)",H
4252,Dhofar 358,7141,Valid,H6,185.0,Found,2000,18.61157,54.7342,"(18.61157, 54.7342)",H
4253,Dhofar 359,7142,Valid,H5-6,569.0,Found,2000,18.43085,54.45638,"(18.43085, 54.45638)",H
4255,Dhofar 361,7144,Valid,H3,1715.0,Found,2000,19.03272,54.85748,"(19.03272, 54.85748)",H
4256,Dhofar 362,7145,Valid,H5,615.0,Found,2000,19.03452,54.84602,"(19.03452, 54.84602)",H
4257,Dhofar 364,7146,Valid,H3,307.0,Found,2000,19.09132,54.79465,"(19.09132, 54.79465)",H
4258,Dhofar 365,7147,Valid,H5,4623.0,Found,2000,19.09138,54.79483,"(19.09138, 54.79483)",H
4259,Dhofar 366,7148,Valid,H4,450.0,Found,2000,18.99968,54.91148,"(18.99968, 54.91148)",H
4261,Dhofar 368,7150,Valid,H6,105.3,Found,2000,19.07348,54.80533,"(19.07348, 54.80533)",H
4264,Dhofar 371,7153,Valid,H4,852.0,Found,2000,18.54798,54.67692,"(18.54798, 54.67692)",H
4265,Dhofar 372,7154,Valid,H5,246.0,Found,2000,18.65233,54.73462,"(18.65233, 54.73462)",H
4266,Dhofar 373,7155,Valid,H6,383.0,Found,2000,18.65212,54.74558,"(18.65212, 54.74558)",H
4267,Dhofar 374,7156,Valid,H6,424.0,Found,2000,18.70182,54.79228,"(18.70182, 54.79228)",H
4270,Dhofar 377,7159,Valid,H6,92.6,Found,2000,19.12063,54.82343,"(19.12063, 54.82343)",H
4273,Dhofar 380,7162,Valid,H5,111.0,Found,2001,19.10745,54.80967,"(19.10745, 54.80967)",H
4274,Dhofar 381,7163,Valid,H5,680.0,Found,2001,19.10633,54.81735,"(19.10633, 54.81735)",H
4275,Dhofar 382,7164,Valid,H5/6,151.0,Found,2001,19.10633,54.81733,"(19.10633, 54.81733)",H
4276,Dhofar 383,7165,Valid,H5,139.0,Found,2001,19.1073,54.81752,"(19.1073, 54.81752)",H
4277,Dhofar 384,7166,Valid,H5,49.0,Found,2001,19.10677,54.82085,"(19.10677, 54.82085)",H
4278,Dhofar 385,7167,Valid,H5,480.0,Found,2001,19.11203,54.8059,"(19.11203, 54.8059)",H
4279,Dhofar 386,7168,Valid,H5/6,138.0,Found,2001,19.10322,54.79433,"(19.10322, 54.79433)",H
4281,Dhofar 388,7170,Valid,H5,126.0,Found,2001,19.10895,54.81452,"(19.10895, 54.81452)",H
4282,Dhofar 389,7171,Valid,H5,160.0,Found,2001,19.10847,54.79945,"(19.10847, 54.79945)",H
4284,Dhofar 391,7173,Valid,H5/6,284.0,Found,2001,19.10742,54.8195,"(19.10742, 54.8195)",H
4285,Dhofar 392,7174,Valid,H5/6,131.0,Found,2001,19.13333,54.81827,"(19.13333, 54.81827)",H
4286,Dhofar 393,7175,Valid,H5,5000.0,Found,2001,19.13922,54.83312,"(19.13922, 54.83312)",H
4287,Dhofar 394,7176,Valid,H5,1057.0,Found,2001,19.03612,54.88805,"(19.03612, 54.88805)",H
4288,Dhofar 395,7177,Valid,H6,1168.0,Found,2001,19.03642,54.88535,"(19.03642, 54.88535)",H
4289,Dhofar 396,7178,Valid,H5,1033.0,Found,2001,19.03585,54.88523,"(19.03585, 54.88523)",H
4290,Dhofar 397,7179,Valid,H5,1176.0,Found,2001,19.0388,54.88197,"(19.0388, 54.88197)",H
4291,Dhofar 398,7180,Valid,H5/6,574.0,Found,2001,19.0949,54.80253,"(19.0949, 54.80253)",H
4295,Dhofar 402,7184,Valid,H6,140.0,Found,2001,19.30017,54.53572,"(19.30017, 54.53572)",H
4297,Dhofar 404,7186,Valid,H5,594.0,Found,2001,19.30042,54.53087,"(19.30042, 54.53087)",H
4298,Dhofar 405,7187,Valid,H5,8000.0,Found,2001,19.3023,54.53087,"(19.3023, 54.53087)",H
4301,Dhofar 409,7190,Valid,H5,162.0,Found,2001,18.70388,54.20318,"(18.70388, 54.20318)",H
4302,Dhofar 410,7191,Valid,H5/6,620.0,Found,2001,18.74142,54.1933,"(18.74142, 54.1933)",H
4303,Dhofar 412,7192,Valid,H6,478.0,Found,2001,18.8213,54.34747,"(18.8213, 54.34747)",H
4306,Dhofar 417,7195,Valid,H4/5,161.0,Found,2001,18.76392,54.23132,"(18.76392, 54.23132)",H
4307,Dhofar 418,7196,Valid,H6,958.0,Found,2001,18.81485,54.4282,"(18.81485, 54.4282)",H
4308,Dhofar 419,7197,Valid,H6,68.0,Found,2001,18.76272,54.27838,"(18.76272, 54.27838)",H
4311,Dhofar 422,7200,Valid,H6,90.0,Found,2001,18.61625,54.73523,"(18.61625, 54.73523)",H
4312,Dhofar 423,7201,Valid,H4/5,362.0,Found,2001,18.6169,54.73017,"(18.6169, 54.73017)",H
4317,Dhofar 429,7206,Valid,H4,189.0,Found,2001,18.80872,54.50495,"(18.80872, 54.50495)",H
4319,Dhofar 431,7208,Valid,H5,446.0,Found,2001,18.78095,54.7802,"(18.78095, 54.7802)",H
4321,Dhofar 433,7210,Valid,H5/6,615.0,Found,2001,18.63618,54.52935,"(18.63618, 54.52935)",H
4322,Dhofar 434,7211,Valid,H6,169.0,Found,2001,18.74653,54.41242,"(18.74653, 54.41242)",H
4323,Dhofar 435,7212,Valid,H6,6800.0,Found,2001,18.8871,54.52505,"(18.8871, 54.52505)",H
4324,Dhofar 436,7213,Valid,H5,209.0,Found,2001,18.91728,54.71143,"(18.91728, 54.71143)",H
4325,Dhofar 437,7214,Valid,H5/6,446.0,Found,2001,18.8068,54.43933,"(18.8068, 54.43933)",H
4327,Dhofar 439,7216,Valid,H5/6,536.0,Found,2001,18.75168,54.36353,"(18.75168, 54.36353)",H
4328,Dhofar 440,7217,Valid,H5/6,108.0,Found,2001,18.7513,54.36342,"(18.7513, 54.36342)",H
4329,Dhofar 442,7218,Valid,H5,395.0,Found,2001,18.86248,54.43,"(18.86248, 54.43)",H
