"","lat_gs","long_gs","ffscore","fallorfind"
"1917",-32,146,-1,"find"
"1918",-29,146,-1,"find"
"1919",-35,147,-1,"find"
"1920",-31,147,-1,"find"
"1921",-42,148,-1,"find"
"1922",-38,148,-1,"find"
"1923",-35,148,-1,"find"
"1924",-34,148,-1,"find"
"1925",-30,148,-1,"find"
"1926",-29,148,-1,"find"
"1927",62,148,-1,"find"
"1928",63,148,-1,"find"
"1929",-37,149,-1,"find"
"1930",-35,149,-1,"find"
"1931",-32,149,-1,"find"
"1932",63,149,-1,"find"
"1933",-35,150,1,"fall"
"1934",-30,150,-1,"find"
"1935",-28,150,-1,"find"
"1936",-24,150,1,"fall"
"1937",-33,151,-1,"find"
"1938",-31,151,-1,"find"
"1939",-30,151,1,"fall"
"1940",-24,151,-1,"find"
"1941",-3,151,1,"fall"
"1942",-32,152,1,"fall"
"1943",-31,152,-1,"find"
"1944",62,152,-1,"find"
"1945",64,161,1,"fall"
"1946",-22,165,1,"fall"
"1947",-47,168,-1,"find"
"1948",-45,171,-1,"find"
"1949",-43,171,-1,"find"
"1950",-44,172,-1,"find"
"1951",64,172,-1,"find"
"1952",-40,174,1,"fall"
"1953",62,174,-1,"find"
"1954",-42,175,-1,"find"
"1955",-41,175,-1,"find"
"1956",-39,178,-1,"find"
