"","id","recclass","mass","fall_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","over_under","coords.x1","coords.x2","optional"
"2050",6460,"H5",106,"Found",2000,27.21667,16.13333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.13333,27.21667,TRUE
"2290",6759,"H5",33,"Found",1999,19.1275,54.83567,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.83567,19.1275,TRUE
"7595",35606,"L5",2623,"Found",2005,19.7821,56.47652,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.47652,19.7821,TRUE
"1389",5795,"LL6",107,"Found",1997,27.2035,16.2,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,16.2,27.2035,TRUE
"3621",11466,"H3/4",1000,"Fell",1851,51.91667,8.38333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,8.38333,51.91667,TRUE
"154",156,"L6",140,"Found",1990,27.6,4.11667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,4.11667,27.6,TRUE
"7328",34007,"H~4",253.9,"Found",2004,21.11363,56.81103,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.81103,21.11363,TRUE
"4507",12413,"Iron",92000,"Found",1945,-48.58333,-67.41667,"Iron","Achondrite","Iron",NA,NA,"13",0.428663281861922,-67.41667,-48.58333,TRUE
"8386",51571,"LL5-6",605,"Found",2008,18.24233,54.1065,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,54.1065,18.24233,TRUE
"2260",6729,"H6",255,"Found",1999,19.115,54.8235,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.8235,19.115,TRUE
"4683",14743,"L6",3.91,"Found",2002,34.48868,-116.94985,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-116.94985,34.48868,TRUE
"6647",24027,"H4",157,"Found",1992,-27.86667,141.73333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,141.73333,-27.86667,TRUE
"4338",12230,"K3",350,"Fell",1890,12.38333,78.51667,"Kakangari","Chondrite","Stony","Other","Kakangari grouplet","1",0.297273742080897,78.51667,12.38333,TRUE
"193",195,"CR2",234,"Found",1990,27.46667,3.9,"CR","Chondrite","Stony","Carbonaceous","CR","11",0.00485781484723708,3.9,27.46667,TRUE
"8769",52427,"L6",415,"Found",2009,20.21167,56.60467,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.60467,20.21167,TRUE
"3297",7822,"LL6",680.5,"Fell",1998,39.24667,-104.58817,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,-104.58817,39.24667,TRUE
"8267",50969,"H6",143.3,"Found",2008,21.2921,57.178,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.178,21.2921,TRUE
"3852",11698,"L5",88,"Found",1997,28.51333,13.005,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,13.005,28.51333,TRUE
"9310",55562,"H5",263,"Found",2011,20.33245,56.47362,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.47362,20.33245,TRUE
"3375",10088,"OC",220,"Fell",1889,36.1,-81.41667,"Chondrite","Chondrite","Stony",NA,NA,"11",0.00485781484723708,-81.41667,36.1,TRUE
"7832",45864,"L6",320.3,"Found",2006,19.79072,56.50055,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.50055,19.79072,TRUE
"1468",5874,"L6",386,"Found",1997,27.839,15.877,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,15.877,27.839,TRUE
"7255",31365,"L6",5.21,"Found",2004,34.4921,-116.94308,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-116.94308,34.4921,TRUE
"205",207,"L4",215,"Found",1991,27.48028,3.85139,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,3.85139,27.48028,TRUE
"6104",23382,"H5",5585,"Found",2002,20.33168,57.2474,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.2474,20.33168,TRUE
"4775",15455,"L5/6",150000,"Fell",1992,1.06667,34.16667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,34.16667,1.06667,TRUE
"1786",6194,"Eucrite-mmict",1425,"Found",1997,27.16667,16.13333,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708,16.13333,27.16667,TRUE
"7123",30545,"H4",79,"Found",2004,19.29667,54.9336,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.9336,19.29667,TRUE
"7272",32771,"Iron, IIF",4500,"Found",1977,29.5,-98.05,"Iron IIF","Achondrite","Iron","Magmatic","Siderite","1",0.297273742080897,-98.05,29.5,TRUE
"5768",22737,"H4",137,"Found",1969,34.08333,-103.56667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-103.56667,34.08333,TRUE
"234",236,"L5",2285,"Found",1991,27.57389,4.11972,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,4.11972,27.57389,TRUE
"3670",11516,"H5",759,"Found",1990,28.85,13.06667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,13.06667,28.85,TRUE
"6748",24141,"Iron, IAB-MG",11800,"Found",1921,-29.75,22.5,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741,22.5,-29.75,TRUE
"5888",23165,"L6",5500,"Fell",1924,-33.9,-61.7,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,-61.7,-33.9,TRUE
"8847",52787,"L5",3036,"Found",2010,19.79759,55.89089,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.89089,19.79759,TRUE
"1875",6285,"H6",257,"Found",1998,27.10883,16.05983,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.05983,27.10883,TRUE
"2192",6631,"H6",1060,"Found",1989,-30.16667,128.66667,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,128.66667,-30.16667,TRUE
"5082",16987,"Iron, IC-an",20000,"Found",1895,-29.86667,144.21667,"Iron IC","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,144.21667,-29.86667,TRUE
"7065",30484,"H5",76.88,"Found",2002,35.06152,-116.76295,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-116.76295,35.06152,TRUE
"2681",7150,"H6",105.3,"Found",2000,19.07348,54.80533,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.80533,19.07348,TRUE
"4771",15451,"Aubrite",4850,"Fell",1974,8.96667,12.08333,"Aubrite","Achondrite","Stony","Asteroidal",NA,"2",0.463225690897741,12.08333,8.96667,TRUE
"1154",5560,"H4",1741,"Found",1995,27.13933,16.27267,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.27267,27.13933,TRUE
"5093",17001,"Iron, IIAB",3e+05,"Found",1875,-23,-69,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","13",0.428663281861922,-69,-23,TRUE
"976",5375,"L5",15600,"Found",1964,34.34667,-101.49,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922,-101.49,34.34667,TRUE
"7951",47342,"L/LL5",8,"Found",2004,49.79139,21.25778,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,21.25778,49.79139,TRUE
"6220",23503,"Iron, IVA",1500,"Found",1875,-24.55,-69.06667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","13",0.428663281861922,-69.06667,-24.55,TRUE
"5971",23249,"H6",88,"Found",2001,21.06167,57.32667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.32667,21.06167,TRUE
"3489",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741,68.53333,27.88333,TRUE
"584",4930,"Iron, IAB-MG",1250,"Found",1927,31.76667,-99.98333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","15",0.406210536590808,-99.98333,31.76667,TRUE
"980",5379,"Iron, IIIAB",115000,"Found",1860,34.88333,-84.78333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,-84.78333,34.88333,TRUE
"438",448,"CI1",6000,"Fell",1806,44.11667,4.08333,"CI","Chondrite","Stony","Carbonaceous","CI","11",0.00485781484723708,4.08333,44.11667,TRUE
"375",380,"Pallasite, PMG",180000,"Found",1881,38.7,-96.1,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"1",0.297273742080897,-96.1,38.7,TRUE
"847",5229,"L6",1,"Found",1994,-30.09167,126.88883,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,126.88883,-30.09167,TRUE
"7019",30436,"LL6",238,"Found",2002,26.61167,3.887,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,3.887,26.61167,TRUE
"4313",12202,"Eucrite-mmict",5000,"Fell",1819,45.43333,-0.45,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897,-0.45,45.43333,TRUE
"4331",12223,"L5",1874.9,"Found",1965,34.62333,-101.91667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,-101.91667,34.62333,TRUE
"2871",7340,"H5/6",206,"Found",2001,18.71983,54.19695,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.19695,18.71983,TRUE
"3388",10112,"H6",110800,"Found",1978,32.5225,-102.705,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-102.705,32.5225,TRUE
"1848",6258,"L6",15,"Found",1999,27.16667,16.43333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.43333,27.16667,TRUE
"9691",56527,"L4",5.3,"Found",1979,19.88361,55.89528,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,55.89528,19.88361,TRUE
"8300",51002,"L5/6",7.72,"Found",2006,26.18667,25.45567,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,25.45567,26.18667,TRUE
"3403",10127,"L6",64,"Found",1970,-30.46667,128.2,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,128.2,-30.46667,TRUE
"6640",24020,"H6",900,"Fell",1879,20.16667,-105.21667,"H","Chondrite","Stony","Ordinary","H","16",1.82339952891488,-105.21667,20.16667,TRUE
"5323",18014,"L6",6690,"Found",1984,41.2,-103.68333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,-103.68333,41.2,TRUE
"9143",55283,"H5",330,"Found",2004,18.94267,54.319,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.319,18.94267,TRUE
"9219",55462,"H6",193.77,"Found",2010,20.52525,55.96863,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.96863,20.52525,TRUE
"9681",56517,"L6",36.7,"Found",1979,19.99694,56.32667,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,56.32667,19.99694,TRUE
"8379",51564,"L5/6",11953,"Found",2008,29.37972,14.26972,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,14.26972,29.37972,TRUE
"786",5162,"Iron, IIIAB",113600,"Found",1969,29.8,-107.55,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","15",0.406210536590808,-107.55,29.8,TRUE
"5801",22770,"H5",6000,"Found",1986,39.16667,-98.43333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-98.43333,39.16667,TRUE
"8009",48558,"H6",7000,"Found",2006,19.80152,56.6103,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.6103,19.80152,TRUE
"9252",55495,"L6",6319,"Found",2010,20.15122,55.70925,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.70925,20.15122,TRUE
"4329",12221,"H6",89,"Fell",1822,27.08333,78.33333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,78.33333,27.08333,TRUE
"1716",6124,"H6",97,"Found",1998,27.25267,16.26983,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.26983,27.25267,TRUE
"6700",24091,"H5",19700,"Found",1962,37.63333,-102.41667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-102.41667,37.63333,TRUE
"4861",16714,"L/LL4/5",789.2,"Found",1968,55.9,66.7,"LL","Chondrite","Stony","Ordinary","LL","2",0.463225690897741,66.7,55.9,TRUE
"1491",5897,"L5",83,"Found",1997,27.22667,16.113,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.113,27.22667,TRUE
"3452",10176,"Iron, IIIAB",10900,"Found",1866,38.2,-84.83333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,-84.83333,38.2,TRUE
"8275",50977,"H6",15.29,"Found",1993,-30.11967,126.86683,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,126.86683,-30.11967,TRUE
"6400",23712,"H5",34000,"Fell",1876,59.93333,14.95,"H","Chondrite","Stony","Ordinary","H","9",2.84735119047619,14.95,59.93333,TRUE
"9404",56096,"H4",590.1,"Found",2011,18.53958,54.57358,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.57358,18.53958,TRUE
"4826",16641,"Iron, IIE",265000,"Found",1992,-27.83333,150.33333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","11",0.00485781484723708,150.33333,-27.83333,TRUE
"6578",23892,"Iron, IIE",810,"Found",1983,34.53333,-108.35,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","13",0.428663281861922,-108.35,34.53333,TRUE
"3976",11826,"L4",3075,"Found",1941,45.5,-103.5,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,-103.5,45.5,TRUE
"9127",54947,"H4",105.2,"Found",2011,-30.98789,131.34067,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,131.34067,-30.98789,TRUE
"9103",54875,"Lunar (feldsp. breccia)",42.6,"Found",2009,19.3895,54.467,"Lunar","Achondrite","Stony","Moon",NA,"11",0.00485781484723708,54.467,19.3895,TRUE
"7278",32786,"CK4",198,"Found",2001,29.48333,12.12333,"CK","Chondrite","Stony","Carbonaceous","CV-CK","11",0.00485781484723708,12.12333,29.48333,TRUE
"8438",51623,"L~6",16879.1,"Found",2003,19.35885,55.54843,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.54843,19.35885,TRUE
"5307",17996,"L5",7700,"Fell",1963,6.75,8.5,"L","Chondrite","Stony","Ordinary","L","17",3.8504410331384,8.5,6.75,TRUE
"1298",5704,"H6",107,"Found",1996,27.111,16.02167,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.02167,27.111,TRUE
"6296",23580,"Iron",101,"Found",1938,40.31667,126.91667,"Iron","Achondrite","Iron",NA,NA,"9",2.84735119047619,126.91667,40.31667,TRUE
"848",5230,"L/LL6",5.2,"Found",1994,-30.09167,126.88883,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,126.88883,-30.09167,TRUE
"5660",22616,"LL6",10.56,"Found",1998,35.63333,-115.36667,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,-115.36667,35.63333,TRUE
"7273",32781,"L3",132,"Found",2002,27.46667,3.83333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,3.83333,27.46667,TRUE
"3131",7600,"L6",142,"Found",2001,18.88,54.61667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.61667,18.88,TRUE
"1269",5675,"H6",860,"Found",1996,27.1205,16.11217,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.11217,27.1205,TRUE
"3486",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,68.53333,27.88333,TRUE
"9041",54614,"L-melt breccia",454,"Found",2008,18.7645,54.32217,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.32217,18.7645,TRUE
"359",362,"EL6",120,"Found",2002,27.61233,4.5285,"EL","Chondrite","Stony","Enstatite","EH-EL","11",0.00485781484723708,4.5285,27.61233,TRUE
"3280",7804,"L6",823,"Found",1990,30.01667,2.98333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,2.98333,30.01667,TRUE
"6801",24189,"H6",594,"Fell",1915,25.45,70,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,70,25.45,TRUE
"5349",18047,"H5",28,"Found",1970,35.16667,-105.98333,"H","Chondrite","Stony","Ordinary","H","13",0.428663281861922,-105.98333,35.16667,TRUE
"979",5378,"H4",24000,"Found",1960,36.43333,-98.43333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-98.43333,36.43333,TRUE
"6617",23994,"H5",1362,"Found",1997,19.955,11.87517,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,11.87517,19.955,TRUE
"8696",52014,"H3.8",5.7,"Found",2007,39.6884,-117.62422,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-117.62422,39.6884,TRUE
"1898",6308,"L6",158,"Found",1999,26.97083,16.38567,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.38567,26.97083,TRUE
"2887",7356,"L6",465,"Found",2001,18.69087,54.7048,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.7048,18.69087,TRUE
"5152",17064,"LL5",305,"Found",1979,32.05,-3.03333,"LL","Chondrite","Stony","Ordinary","LL","13",0.428663281861922,-3.03333,32.05,TRUE
"2495",6964,"H5",271.5,"Found",2000,18.92722,54.57972,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.57972,18.92722,TRUE
"3105",7574,"H5",225.86,"Found",2001,19.05978,54.56268,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.56268,19.05978,TRUE
"2864",7333,"H5",289,"Found",2001,18.70292,54.36708,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.36708,18.70292,TRUE
"1549",5955,"H6",157,"Found",1998,27.40917,16.268,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.268,27.40917,TRUE
"44",45,"H6",36,"Found",1989,27.6,4.3,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,4.3,27.6,TRUE
"2587",7056,"L5",2085,"Found",2001,18.375,54.14833,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.14833,18.375,TRUE
"1268",5674,"H6",204,"Found",1996,27.1185,16.10333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.10333,27.1185,TRUE
"6767",24161,"L/LL4",80000,"Found",1941,-29.91667,-60.28333,"LL","Chondrite","Stony","Ordinary","LL","2",0.463225690897741,-60.28333,-29.91667,TRUE
"4760",15436,"L6",1443,"Fell",1983,35.8,-84.1,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,-84.1,35.8,TRUE
"3167",7636,"H4",68,"Found",2000,18.925,54.59833,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.59833,18.925,TRUE
"9744",56658,"H5",23,"Found",2011,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.53333,-24.85,TRUE
"1051",5451,"H5",1200,"Fell",1844,21.16667,-100.86667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-100.86667,21.16667,TRUE
"4103",11957,"CO3",20,"Found",1991,-30.13389,129.0625,"CO","Chondrite","Stony","Carbonaceous","CM-CO","11",0.00485781484723708,129.0625,-30.13389,TRUE
"4114",11968,"L5/6",98.5,"Found",1993,-30.31667,129.68333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,129.68333,-30.31667,TRUE
"4376",12271,"Iron, IIAB",6690,"Found",1950,37.21667,-82,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,-82,37.21667,TRUE
"41",42,"L6",495,"Found",1989,27.65,4.46667,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,4.46667,27.65,TRUE
"3484",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,68.53333,27.88333,TRUE
"8938",53844,"H4",68,"Found",2010,39.68973,-117.61822,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-117.61822,39.68973,TRUE
"6553",23874,"L6",2430,"Found",1991,30.9,-4.23833,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-4.23833,30.9,TRUE
"93",95,"CV3",173,"Found",1990,27.66667,4.18333,"CV","Chondrite","Stony","Carbonaceous","CV-CK","11",0.00485781484723708,4.18333,27.66667,TRUE
"123",125,"L6",345,"Found",1990,27.73333,4.16667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,4.16667,27.73333,TRUE
"7687",35698,"H5",120.81,"Found",2005,20.91422,56.8861,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.8861,20.91422,TRUE
"1108",5513,"EL6",1064,"Fell",1868,-28.2,24.56667,"EL","Chondrite","Stony","Enstatite","EH-EL","2",0.463225690897741,24.56667,-28.2,TRUE
"2972",7441,"L5",405,"Found",2001,19.31268,54.7189,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.7189,19.31268,TRUE
"6465",23782,"C2-ung",10000,"Fell",2000,59.70444,-134.20139,"Chondrite","Chondrite","Stony","Carbonaceous",NA,"11",0.00485781484723708,-134.20139,59.70444,TRUE
"1753",6161,"H6",53,"Found",1998,27.12733,16.02233,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.02233,27.12733,TRUE
"7979",47703,"L6",4514,"Found",2006,-31.66997,141.24233,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,141.24233,-31.66997,TRUE
"565",4911,"CV3",6200,"Found",1943,31.66,-96.97167,"CV","Chondrite","Stony","Carbonaceous","CV-CK","2",0.463225690897741,-96.97167,31.66,TRUE
"2919",7388,"H5",1395,"Found",2001,19.10982,54.81738,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.81738,19.10982,TRUE
"7306",33883,"Lunar",115.2,"Found",2005,18.91444,54.345,"Lunar","Achondrite","Stony","Moon",NA,"11",0.00485781484723708,54.345,18.91444,TRUE
"6797",24185,"L6",3600,"Fell",1873,43.53333,22.63333,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118,22.63333,43.53333,TRUE
"4673",14733,"H4",3,"Found",1965,34.5,-116.95,"H","Chondrite","Stony","Ordinary","H","13",0.428663281861922,-116.95,34.5,TRUE
"3112",7581,"H5",160.09,"Found",2001,18.64482,54.00393,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.00393,18.64482,TRUE
"7508",35518,"L6",262.9,"Found",2003,29.41972,13.255,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,13.255,29.41972,TRUE
"4577",12753,"L4",760,"Found",1940,30.6,-97.9,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,-97.9,30.6,TRUE
"5363",18063,"H5",6000,"Found",1985,40.16667,-99.66667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-99.66667,40.16667,TRUE
"4393",12291,"L6",1500,"Fell",1787,50.625,35.075,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118,35.075,50.625,TRUE
"3179",7648,"H",220,"Found",1956,39.5,-98.53333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-98.53333,39.5,TRUE
