"","id","recclass","mass","fall_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","over_under","coords.x1","coords.x2","optional"
"9669",56505,"L4",17.9,"Found",1979,19.81167,56.50917,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,56.50917,19.81167,TRUE
"964",5362,"Iron, IIIAB",16220,"Found",1873,33.5,-85.66667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","12",0.49799067553469,-85.66667,33.5,TRUE
"8861",52851,"Mesosiderite",160,"Found",2009,32.07667,-109.8455,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"11",0.00485781484723708,-109.8455,32.07667,TRUE
"984",5384,"Mesosiderite-A2",7700,"Found",1954,34.45,-111.36667,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"13",0.428663281861922,-111.36667,34.45,TRUE
"1185",5591,"H4",1025,"Found",1995,27.19967,16.03567,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.03567,27.19967,TRUE
"8608",51926,"H5",375.1,"Found",2009,19.42197,56.69908,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.69908,19.42197,TRUE
"2493",6962,"L6",233.9,"Found",2000,19.09222,54.50389,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.50389,19.09222,TRUE
"1805",6213,"L/LL3",33,"Found",1999,27.05,16.05,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,16.05,27.05,TRUE
"851",5233,"L6",3.01,"Found",1994,-30.09167,126.88883,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,126.88883,-30.09167,TRUE
"8419",51604,"L~5",428,"Found",2008,18.99225,54.41775,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.41775,18.99225,TRUE
"652",5019,"H5-an",18,"Found",1998,30.16667,-5.66667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-5.66667,30.16667,TRUE
"6664",24050,"Iron, IIIAB-an",63000,"Fell",1916,50.91667,9.18333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,9.18333,50.91667,TRUE
"4931",16826,"LL5",20,"Found",1991,-30.36667,130.08333,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,130.08333,-30.36667,TRUE
"5113",17022,"L4",15,"Found",1999,31.33333,-4.33333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-4.33333,31.33333,TRUE
"6285",23569,"H4",73.65,"Found",2003,18.42062,54.05058,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.05058,18.42062,TRUE
"8155",48983,"CK6",46,"Found",1998,25.57117,12.37117,"CK","Chondrite","Stony","Carbonaceous","CV-CK","11",0.00485781484723708,12.37117,25.57117,TRUE
"2799",7268,"H5",288,"Found",2000,18.32833,54.19333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.19333,18.32833,TRUE
"605",4950,"Iron, IIE-an",12000,"Found",1855,-28.08333,-69.33333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","13",0.428663281861922,-69.33333,-28.08333,TRUE
"6366",23654,"Iron, IAB-MG",70500,"Found",1840,35.98333,-85.85,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","11",0.00485781484723708,-85.85,35.98333,TRUE
"9683",56519,"L6",6.8,"Found",1979,19.81944,55.72139,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,55.72139,19.81944,TRUE
"7688",35699,"L4",455.7,"Found",2005,20.91212,56.84697,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.84697,20.91212,TRUE
"2169",6598,"H4",374,"Found",1986,29.58333,11.78333,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,11.78333,29.58333,TRUE
"8747",52405,"L6",48,"Found",2006,18.52867,54.642,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.642,18.52867,TRUE
"8073",48622,"L6",8.973,"Found",2007,19.84388,56.4504,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.4504,19.84388,TRUE
"8036",48585,"L6",186.426,"Found",2007,19.75612,56.31647,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.31647,19.75612,TRUE
"3544",10953,"H4",5700,"Found",1970,34.8,-103.31667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-103.31667,34.8,TRUE
"2884",7353,"H5",764,"Found",2001,18.7395,54.37357,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.37357,18.7395,TRUE
"3226",7743,"L6",30,"Fell",1999,-31.66667,152.83333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,152.83333,-31.66667,TRUE
"1119",5525,"H6",2235,"Found",1995,27.15267,16.1565,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.1565,27.15267,TRUE
"1869",6279,"H4",247,"Found",1999,27.31667,16.28333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.28333,27.31667,TRUE
"147",149,"L5",171,"Found",1990,27.56667,4.08333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,4.08333,27.56667,TRUE
"6139",23417,"H4-6",63.05,"Found",2002,20.568,57.37422,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.37422,20.568,TRUE
"8755",52413,"L5",60000,"Found",1956,-38.85028,-62.87889,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,-62.87889,-38.85028,TRUE
"5870",23126,"L5",1229,"Found",2001,-25.575,-69.795,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-69.795,-25.575,TRUE
"4398",12298,"L3.6",9700,"Fell",1910,25.1,81.53333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,81.53333,25.1,TRUE
"2981",7450,"H5",101,"Found",2001,19.4212,54.7952,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.7952,19.4212,TRUE
"3726",11572,"H5",1379,"Found",1995,28.46717,13.317,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,13.317,28.46717,TRUE
"6170",23448,"H6",303.23,"Found",2002,20.94495,57.35585,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.35585,20.94495,TRUE
"3150",7619,"H4",1350,"Found",2002,19.09667,54.79167,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.79167,19.09667,TRUE
"6712",24104,"H5",3600,"Fell",1866,13.48333,74.78333,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367,74.78333,13.48333,TRUE
"3981",11831,"Iron, IAB-ung",4000,"Found",1975,46.43333,-109.83333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","13",0.428663281861922,-109.83333,46.43333,TRUE
"8953",53889,"CR2",105,"Found",2001,27.509,3.89583,"CR","Chondrite","Stony","Carbonaceous","CR","11",0.00485781484723708,3.89583,27.509,TRUE
"2071",6481,"L6",210,"Found",2000,27.5,16.2,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.2,27.5,TRUE
"2445",6914,"L6",1240,"Found",2000,19.29583,54.73183,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.73183,19.29583,TRUE
"8299",51001,"L5",80.1,"Found",2006,26.18667,25.45567,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,25.45567,26.18667,TRUE
"1316",5722,"H5",452,"Found",1996,27.1165,16.083,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.083,27.1165,TRUE
"7021",30438,"LL6",495,"Found",2002,27.5085,3.76383,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,3.76383,27.5085,TRUE
"1329",5735,"L6",393,"Found",1996,27.10667,16.0085,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.0085,27.10667,TRUE
"6537",23858,"CK4-an",5400,"Found",2002,25.26667,0.15,"CK","Chondrite","Stony","Carbonaceous","CV-CK","11",0.00485781484723708,0.15,25.26667,TRUE
"7915",45947,"L6",94.12,"Found",2006,20.43822,56.70383,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.70383,20.43822,TRUE
"5529",18901,"H5",250000,"Fell",1868,52.76667,21.26667,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118,21.26667,52.76667,TRUE
"3530",10939,"H4",27000,"Found",1969,-23.55,15.03333,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,15.03333,-23.55,TRUE
"8866",52856,"H5",123,"Found",1986,35.3248,-117.47983,"H","Chondrite","Stony","Ordinary","H","13",0.428663281861922,-117.47983,35.3248,TRUE
"2503",6972,"H4",234,"Found",2000,18.21167,54.14833,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.14833,18.21167,TRUE
"3692",11538,"H6",511,"Found",1994,28.98983,13.05983,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,13.05983,28.98983,TRUE
"7427",34540,"H4",412,"Found",2004,20.68,56.815,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.815,20.68,TRUE
"7607",35618,"L5",208.35,"Found",2005,19.81988,56.44577,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.44577,19.81988,TRUE
"7294",33833,"H4",3420,"Found",2005,19.223306,54.935778,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.935778,19.223306,TRUE
"1556",5962,"L6",956,"Found",1998,27.51617,16.28333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.28333,27.51617,TRUE
"4733",15406,"Iron, IIIAB",39000,"Found",1962,45.44,-79.87556,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","10",0.461815233876118,-79.87556,45.44,TRUE
"7876",45908,"H4/5",529.63,"Found",2006,21.37602,58.41207,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,58.41207,21.37602,TRUE
"8554",51872,"L6",3989,"Found",2009,21.06493,56.48188,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.48188,21.06493,TRUE
"2605",7074,"L5",1164,"Found",2000,18.24833,54.10333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.10333,18.24833,TRUE
"8934",53825,"L6",3100,"Found",2010,31.99317,-2.99347,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-2.99347,31.99317,TRUE
"2997",7466,"L6",182,"Found",2001,18.46,54.00667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.00667,18.46,TRUE
"6652",24034,"Iron, IIIAB",22000,"Found",1891,55.88333,89.1,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","8",9.36101905684755,89.1,55.88333,TRUE
"3471",10846,"H6",132.7,"Fell",1826,44.3,0.4,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,0.4,44.3,TRUE
"2026",6436,"H6",58,"Found",2000,27.18333,16.11667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.11667,27.18333,TRUE
"1230",5636,"H6",173,"Found",1996,27.1205,16.0235,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.0235,27.1205,TRUE
"3048",7517,"H5",114,"Found",2000,18.85012,54.62327,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.62327,18.85012,TRUE
"9228",55471,"L6",49.66,"Found",2010,20.3806,56.59342,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.59342,20.3806,TRUE
"8398",51583,"H6",3.1,"Found",2004,32.11288,-109.89265,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-109.89265,32.11288,TRUE
"1899",6309,"L6",346,"Found",1999,26.97383,16.37517,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.37517,26.97383,TRUE
"7804",45836,"CR2",76,"Found",2006,19.28583,54.7375,"CR","Chondrite","Stony","Carbonaceous","CR","11",0.00485781484723708,54.7375,19.28583,TRUE
"8857",52797,"LL5",802,"Found",2010,19.75844,55.71485,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,55.71485,19.75844,TRUE
"7226",31331,"L6",307.75,"Found",2003,35.23858,-117.02628,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-117.02628,35.23858,TRUE
"7958",47349,"H6",265,"Found",2007,28.21417,15.55083,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,15.55083,28.21417,TRUE
"8818",52623,"L5",1166,"Found",2003,19.185,54.631,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.631,19.185,TRUE
"6162",23440,"L6",223,"Found",2002,20.72205,57.21013,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,57.21013,20.72205,TRUE
"3200",7713,"OC",1570,"Found",1970,33.92333,-103.35,"Chondrite","Chondrite","Stony",NA,NA,"2",0.463225690897741,-103.35,33.92333,TRUE
"5341",18036,"H",144.8,"Found",1961,44.07694,-88.56278,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-88.56278,44.07694,TRUE
"2521",6990,"L3.7",190,"Found",2000,18.23833,54.135,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.135,18.23833,TRUE
"7749",44801,"L4",15.8,"Found",2006,35.23625,-117.04638,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-117.04638,35.23625,TRUE
"9736",56642,"LL6",28.8,"Found",2011,-24.85,-70.53333,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,-70.53333,-24.85,TRUE
"25",26,"H4-5",111,"Found",1989,27.71667,4.48333,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,4.48333,27.71667,TRUE
"2606",7075,"H6",804,"Found",2000,19.36833,54.68,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.68,19.36833,TRUE
"6446",23762,"Iron, IIIAB",18900,"Found",1957,62.72139,148.13028,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","6",15.1999643132716,148.13028,62.72139,TRUE
"1016",5412,"H5",56.2,"Found",1986,-29.6,126.50667,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,126.50667,-29.6,TRUE
"3206",7722,"L6",1250,"Fell",1962,13.05,3.16667,"L","Chondrite","Stony","Ordinary","L","15",0.406210536590808,3.16667,13.05,TRUE
"8326",51043,"L6",35,"Found",2009,22.88872,55.184444,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.184444,22.88872,TRUE
"2801",7270,"L6",238,"Found",2000,18.14,54.07,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.07,18.14,TRUE
"7140",30563,"H5",8600,"Found",2003,31.38972,-99.40583,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-99.40583,31.38972,TRUE
"5561",22379,"H5",39.81,"Found",2003,20.26362,56.46405,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.46405,20.26362,TRUE
"1969",6379,"L4/5",166,"Found",2000,27.447,16.14817,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.14817,27.447,TRUE
"6799",24187,"LL4-6",2437,"Fell",1906,23.1,87.43333,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897,87.43333,23.1,TRUE
"8120",48904,"H6",627,"Found",2008,31.481,9.84069,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,9.84069,31.481,TRUE
"5682",22651,"H4",17200,"Found",1938,35.76667,-102.95,"H","Chondrite","Stony","Ordinary","H","13",0.428663281861922,-102.95,35.76667,TRUE
"9520",56302,"H5",6.5,"Found",2010,25.34583,25.498,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,25.498,25.34583,TRUE
"6011",23289,"H6",234,"Found",2000,21.1454,56.7875,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.7875,21.1454,TRUE
"648",5015,"Iron, IC",5360000,"Found",1784,-10.11667,-39.2,"Iron IC","Achondrite","Iron","Magmatic","Siderite","16",1.82339952891488,-39.2,-10.11667,TRUE
"5127",17036,"L6",1265,"Found",1999,30.33333,-5.83333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-5.83333,30.33333,TRUE
"4154",12013,"L5",26100,"Found",1989,21.6,1.66667,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,1.66667,21.6,TRUE
"1243",5649,"LL6",232,"Found",1999,27.66733,15.9505,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,15.9505,27.66733,TRUE
"2331",6800,"H4",527.35,"Found",1998,18.48778,54.18085,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.18085,18.48778,TRUE
"9622",56458,"L4",105,"Found",1979,19.83028,56.48194,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,56.48194,19.83028,TRUE
"3063",7532,"H4/5",36.33,"Found",2001,19.06693,54.51932,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.51932,19.06693,TRUE
"5046",16949,"Iron, IIE-an",250000,"Found",1846,54.23333,35.15,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,35.15,54.23333,TRUE
"1933",6343,"L6",41.4,"Found",2000,27.3695,16.24017,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.24017,27.3695,TRUE
"2986",7455,"H4",444,"Found",2002,19.10333,54.82833,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.82833,19.10333,TRUE
"3304",10012,"Iron, IIE",28800,"Found",1959,64.7,141.2,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","6",15.1999643132716,141.2,64.7,TRUE
"1596",6003,"L6",2670,"Found",1998,27.80517,15.92667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,15.92667,27.80517,TRUE
"4874",16729,"L6",500,"Fell",1838,47.63333,1.58333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,1.58333,47.63333,TRUE
"7664",35675,"L5",77.7,"Found",2005,20.59888,56.14967,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.14967,20.59888,TRUE
"3974",11824,"Eucrite-mmict",1000,"Fell",1878,26.8,82.53333,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897,82.53333,26.8,TRUE
"2827",7296,"Chondrite-ung",204,"Found",2000,19.33333,54.795,"Chondrite","Chondrite","Stony",NA,NA,"11",0.00485781484723708,54.795,19.33333,TRUE
"5834",23086,"Iron, IIIF",244500,"Found",1888,37.96667,-90.31667,"Iron IIIF","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,-90.31667,37.96667,TRUE
"5982",23260,"H5",1165,"Found",2001,21.32667,57.17833,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.17833,21.32667,TRUE
"28",29,"L6",581,"Found",1989,27.7,4.06667,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,4.06667,27.7,TRUE
"5932",23210,"H5",818,"Found",1999,20.551,57.14433,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.14433,20.551,TRUE
"8263",50965,"H5",47,"Found",2008,20.61728,56.13955,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.13955,20.61728,TRUE
"2934",7403,"H5/6",3518,"Found",2001,18.9942,54.18137,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.18137,18.9942,TRUE
"2025",6435,"H5/6",44,"Found",2000,27.16667,16.13333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.13333,27.16667,TRUE
"9573",56377,"H5",14.1,"Found",2011,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.53333,-24.85,TRUE
"8933",53813,"L6",223,"Found",2008,-23.826,-68.57217,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-68.57217,-23.826,TRUE
"2588",7057,"L6",2475,"Found",2001,18.06333,54.05,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.05,18.06333,TRUE
"3198",7711,"Iron, IIIAB",2575,"Found",1972,26.95833,16.03333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.498018659921233,16.03333,26.95833,TRUE
"7695",35706,"H5",19.46,"Found",2005,20.27962,56.50845,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.50845,20.27962,TRUE
"5277",17960,"H4",363,"Fell",1925,43.33333,141.86667,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118,141.86667,43.33333,TRUE
"8074",48623,"L6",140.569,"Found",2007,19.83555,56.44693,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.44693,19.83555,TRUE
"49",50,"L5-6",146,"Found",1989,27.46667,3.78333,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,3.78333,27.46667,TRUE
"2520",6989,"H4-5",20,"Found",2000,19.39333,54.78,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.78,19.39333,TRUE
"960",5356,"L6",367,"Fell",1966,-17.35,13.96667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,13.96667,-17.35,TRUE
"1234",5640,"Ureilite-pmict",149,"Found",1999,27.02583,16.38783,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"11",0.00485781484723708,16.38783,27.02583,TRUE
"8994",54487,"H5",9,"Found",2010,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.53333,-24.85,TRUE
"2480",6949,"H6",911,"Found",2000,19.0275,54.68083,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.68083,19.0275,TRUE
"3994",11844,"L6",46500,"Found",1933,38.65,-94.33333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,-94.33333,38.65,TRUE
"6236",23519,"H6",374.42,"Found",1998,18.44728,55.92163,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.92163,18.44728,TRUE
"6405",23717,"L6",1500,"Fell",1857,45.05,41.98333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,41.98333,45.05,TRUE
"8221",50923,"H6",21.9,"Found",2008,19.63498,55.56403,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.56403,19.63498,TRUE
"5765",22734,"H4",30.2,"Found",1993,34.1,-103.58333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-103.58333,34.1,TRUE
"2728",7197,"H6",68,"Found",2001,18.76272,54.27838,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.27838,18.76272,TRUE
"3295",7820,"Iron",5e+05,"Found",1942,-33.11667,-60.96667,"Iron","Achondrite","Iron",NA,NA,"2",0.463225690897741,-60.96667,-33.11667,TRUE
"3324",10031,"Mesosiderite-A3",16700,"Found",1962,43.56333,-97.58333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"1",0.297273742080897,-97.58333,43.56333,TRUE
"8942",53878,"R3.6",1749,"Found",2008,18.33861,54.38944,"Rumuruti","Chondrite","Stony","Other","Rumuruti","11",0.00485781484723708,54.38944,18.33861,TRUE
"8669",51987,"H6",2.9,"Found",2009,20.80178,55.4736,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.4736,20.80178,TRUE
"4287",12155,"L6",1853.5,"Found",2002,19.46028,56.82793,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.82793,19.46028,TRUE
"4192",12057,"Iron, IAB-MG",628000,"Found",1979,-15.58333,-50.15,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741,-50.15,-15.58333,TRUE
"5470",18832,"H",37,"Fell",1881,-32.86667,18.71667,"H","Chondrite","Stony","Ordinary","H","15",0.406210536590808,18.71667,-32.86667,TRUE
"4789",15470,"H5",24750,"Fell",1915,-6.23333,106.88333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,106.88333,-6.23333,TRUE
"3531",10940,"L4",61000,"Found",1995,35.875,-114.23333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-114.23333,35.875,TRUE
"6154",23432,"H4",1415.13,"Found",2002,20.6227,56.94792,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.94792,20.6227,TRUE
"369",372,"Pallasite, PMG",3956,"Found",1962,35.05,-107.56667,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"13",0.428663281861922,-107.56667,35.05,TRUE
"9834",57290,"L5",787,"Found",2003,36.28402,-96.43701,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-96.43701,36.28402,TRUE
"9289",55537,"LL5",375,"Found",2003,36.17557,-116.159,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,-116.159,36.17557,TRUE
"2298",6767,"L6",250,"Found",1999,19.19467,54.58133,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.58133,19.19467,TRUE
"9388",55726,"L~5",852,"Found",2000,18.54717,53.9381,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,53.9381,18.54717,TRUE
"7445",34562,"LL5",248,"Found",2004,19.73333,55.73333,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,55.73333,19.73333,TRUE
"9008",54502,"H6",10,"Found",2010,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.53333,-24.85,TRUE
"7042",30461,"H5",1364.31,"Found",1999,35.05817,-116.7743,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-116.7743,35.05817,TRUE
"1823",6232,"H4-6",380,"Found",1999,27.45,16.25,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.25,27.45,TRUE
"1692",6100,"H5",58,"Found",1997,27.25267,16.0705,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.0705,27.25267,TRUE
"5095",17003,"H5",608.9,"Found",1969,-30.5,128.1,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,128.1,-30.5,TRUE
"5855",23109,"H5",30800,"Found",1901,39.4,-100.4,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-100.4,39.4,TRUE
"1732",6140,"L6",1040,"Found",1998,27.63917,15.881,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,15.881,27.63917,TRUE
"5838",23090,"EH5",13780,"Fell",1903,-32.01667,27.41667,"EH","Chondrite","Stony","Enstatite","EH-EL","2",0.463225690897741,27.41667,-32.01667,TRUE
"3725",11571,"H6",210,"Found",1995,28.58483,13.38733,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,13.38733,28.58483,TRUE
"2810",7279,"H6",247,"Found",2000,18.70667,54.38,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.38,18.70667,TRUE
"5845",23097,"L6",134.3,"Fell",1959,43.43333,2.95,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,2.95,43.43333,TRUE
"1518",5924,"L6",68,"Found",1997,27.88717,15.86333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,15.86333,27.88717,TRUE
"418",428,"H",1760,"Found",1968,28.4625,1.025,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,1.025,28.4625,TRUE
"3553",11180,"H6",28770,"Found",1983,38.395,-98.91583,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-98.91583,38.395,TRUE
"413",423,"Diogenite-pm",1000,"Fell",1974,16.39806,-9.57028,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.463225690897741,-9.57028,16.39806,TRUE
"3641",11487,"H3.9",375,"Found",1990,28.98333,12.15,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,12.15,28.98333,TRUE
