,name,id,nametype,recclass,mass_in_grams,fell_or_found,year,latitude,longitude,GeoLocation,group_name,Chondrite/Achondrite,type,L3,L4
3635,Northwest Africa 036,17046,Valid,H5/6,163.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",H,Chondrite,Stony,Ordinary,H
8039,Northwest Africa 037,17047,Valid,L6,775.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",L,Chondrite,Stony,Ordinary,L
3636,Northwest Africa 038,17048,Valid,H6,230.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",H,Chondrite,Stony,Ordinary,H
8040,Northwest Africa 039,17049,Valid,L6,70.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",L,Chondrite,Stony,Ordinary,L
3637,Northwest Africa 040,17050,Valid,H4,130.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",H,Chondrite,Stony,Ordinary,H
8041,Northwest Africa 041,17051,Valid,L5/6,215.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",L,Chondrite,Stony,Ordinary,L
3638,Northwest Africa 042,17052,Valid,H5,80.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",H,Chondrite,Stony,Ordinary,H
8042,Northwest Africa 043,17053,Valid,L6,78.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",L,Chondrite,Stony,Ordinary,L
8043,Northwest Africa 044,17054,Valid,L6,185.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",L,Chondrite,Stony,Ordinary,L
3639,Northwest Africa 045,17055,Valid,H5,52.0,Found,1999,27.16667,-9.5,"(27.16667, -9.5)",H,Chondrite,Stony,Ordinary,H
3640,Northwest Africa 046,17056,Valid,H3.8,422.0,Found,1999,30.9,-3.98333,"(30.9, -3.98333)",H,Chondrite,Stony,Ordinary,H
3570,Northwest Africa 050,17060,Valid,H5,1145.0,Found,1979,29.91667,-5.58333,"(29.91667, -5.58333)",H,Chondrite,Stony,Ordinary,H
8044,Northwest Africa 051,17061,Valid,L4,330.0,Found,1979,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
8045,Northwest Africa 052,17062,Valid,L5,1088.0,Found,1998,31.11667,-5.18333,"(31.11667, -5.18333)",L,Chondrite,Stony,Ordinary,L
9622,Northwest Africa 053,17063,Valid,R4,390.0,Found,1979,32.05,-3.03333,"(32.05, -3.03333)",Rumuruti,Chondrite,Stony,Other,Rumuruti
9290,Northwest Africa 054,17064,Valid,LL5,305.0,Found,1979,32.05,-3.03333,"(32.05, -3.03333)",LL,Chondrite,Stony,Ordinary,LL
8046,Northwest Africa 055,17065,Valid,L4,42000.0,Found,1979,32.05,-3.03333,"(32.05, -3.03333)",L,Chondrite,Stony,Ordinary,L
3641,Northwest Africa 056,17066,Valid,H5,436.0,Found,1979,27.16667,-9.5,"(27.16667, -9.5)",H,Chondrite,Stony,Ordinary,H
3642,Northwest Africa 057,17067,Valid,H5,370.0,Found,1979,27.16667,-9.5,"(27.16667, -9.5)",H,Chondrite,Stony,Ordinary,H
8047,Northwest Africa 058,17068,Valid,L6,1091.0,Found,1979,27.16667,-9.5,"(27.16667, -9.5)",L,Chondrite,Stony,Ordinary,L
3643,Northwest Africa 059,17069,Valid,H3.9/4,27000.0,Found,1979,31.83333,-2.93333,"(31.83333, -2.93333)",H,Chondrite,Stony,Ordinary,H
8048,Northwest Africa 1196,17147,Valid,L4/5,43.0,Found,2001,30.808,-5.85583,"(30.808, -5.85583)",L,Chondrite,Stony,Ordinary,L
3645,Northwest Africa 1201,17153,Valid,H4,206.0,Found,2000,28.00083,-9.27,"(28.00083, -9.27)",H,Chondrite,Stony,Ordinary,H
8049,Northwest Africa 1578,17337,Valid,L6,1549.0,Found,2001,31.6,-4.38333,"(31.6, -4.38333)",L,Chondrite,Stony,Ordinary,L
8050,Northwest Africa 1579,17338,Valid,L5,5200.0,Found,2001,31.5,-4.85,"(31.5, -4.85)",L,Chondrite,Stony,Ordinary,L
8051,Northwest Africa 1580,17339,Valid,L6,5700.0,Found,2001,31.33333,-4.0,"(31.33333, -4.0)",L,Chondrite,Stony,Ordinary,L
8052,Northwest Africa 1581,17340,Valid,L6,50200.0,Found,2001,31.38333,-4.25,"(31.38333, -4.25)",L,Chondrite,Stony,Ordinary,L
8053,Northwest Africa 159,17349,Valid,L4,4500.0,Found,1999,30.33333,-5.83333,"(30.33333, -5.83333)",L,Chondrite,Stony,Ordinary,L
3646,Northwest Africa 160,17360,Valid,H4,137.0,Found,2000,30.08333,-5.66667,"(30.08333, -5.66667)",H,Chondrite,Stony,Ordinary,H
3644,Northwest Africa 161,17371,Valid,H4,296.0,Found,2000,29.91667,-5.58333,"(29.91667, -5.58333)",H,Chondrite,Stony,Ordinary,H
3647,Northwest Africa 162,17374,Valid,H4,818.0,Found,2000,29.91667,-5.58333,"(29.91667, -5.58333)",H,Chondrite,Stony,Ordinary,H
8054,Northwest Africa 163,17375,Valid,L4,28.7,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
8055,Northwest Africa 164,17376,Valid,L4,37.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
8056,Northwest Africa 165,17383,Valid,L4,51.7,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
8057,Northwest Africa 166,17394,Valid,L4,61.5,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
4779,Northwest Africa 1664,17399,Valid,Howardite,6310.0,Found,2002,29.53333,-3.18333,"(29.53333, -3.18333)",Howardite,Achondrite,Stony,Asteroidal,H-E-D Vesta
3648,Northwest Africa 169,17408,Valid,H5,38.3,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",H,Chondrite,Stony,Ordinary,H
3649,Northwest Africa 170,17415,Valid,H5,24.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",H,Chondrite,Stony,Ordinary,H
8058,Northwest Africa 171,17425,Valid,L3.9,14.1,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
9291,Northwest Africa 1717,17432,Valid,LL5-6,6032.0,Found,2002,21.0,-13.0,"(21.0, -13.0)",LL,Chondrite,Stony,Ordinary,LL
8059,Northwest Africa 2017,17609,Valid,L5,99.2,Found,2003,31.7,-3.3,"(31.7, -3.3)",L,Chondrite,Stony,Ordinary,L
438,Northwest Africa 2036,17611,Valid,EL6,390.0,Found,1979,31.59167,-5.76667,"(31.59167, -5.76667)",EL,Chondrite,Stony,Enstatite,EH-EL
9778,Northwest Africa 2234,17629,Valid,Ureilite,422.0,Found,2000,30.91667,-4.9,"(30.91667, -4.9)",Ureilite,Achondrite,Stony,Primitive or asteroidal,-
8073,Northwest Africa 251,17663,Valid,L5,1120.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
8074,Northwest Africa 252,17664,Valid,L4,10.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
8075,Northwest Africa 253,17665,Valid,L5,114.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
3653,Northwest Africa 254,17666,Valid,H6,247.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",H,Chondrite,Stony,Ordinary,H
8076,Northwest Africa 255,17667,Valid,L4,340.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",L,Chondrite,Stony,Ordinary,L
9292,Northwest Africa 256,17668,Valid,LL5,7000.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",LL,Chondrite,Stony,Ordinary,LL
3654,Northwest Africa 257,17669,Valid,H6,360.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",H,Chondrite,Stony,Ordinary,H
3655,Northwest Africa 258,17670,Valid,H6,273.0,Found,1999,29.91667,-5.58333,"(29.91667, -5.58333)",H,Chondrite,Stony,Ordinary,H
3656,Northwest Africa 266,17672,Valid,H5,940.0,Found,1999,30.33333,-5.83333,"(30.33333, -5.83333)",H,Chondrite,Stony,Ordinary,H
3657,Northwest Africa 455,17723,Valid,H4,81.0,Found,2001,26.784,-12.8335,"(26.784, -12.8335)",H,Chondrite,Stony,Ordinary,H
3658,Northwest Africa 456,17724,Valid,H5/6,359.0,Found,2001,26.784,-12.8335,"(26.784, -12.8335)",H,Chondrite,Stony,Ordinary,H
3659,Northwest Africa 457,17725,Valid,H6,175.0,Found,2001,31.36817,-4.01683,"(31.36817, -4.01683)",H,Chondrite,Stony,Ordinary,H
8077,Northwest Africa 458,17726,Valid,L6,387.0,Found,2001,26.784,-12.8335,"(26.784, -12.8335)",L,Chondrite,Stony,Ordinary,L
3660,Northwest Africa 459,17727,Valid,H3,300.0,Found,2001,31.36817,-4.01683,"(31.36817, -4.01683)",H,Chondrite,Stony,Ordinary,H
3661,Northwest Africa 460,17728,Valid,H6,655.0,Found,2001,31.36817,-4.01683,"(31.36817, -4.01683)",H,Chondrite,Stony,Ordinary,H
3662,Northwest Africa 461,17729,Valid,H5,171.0,Found,2001,26.784,-12.8335,"(26.784, -12.8335)",H,Chondrite,Stony,Ordinary,H
8078,Northwest Africa 462,17730,Valid,L6,40.5,Found,2001,26.784,-12.8335,"(26.784, -12.8335)",L,Chondrite,Stony,Ordinary,L
8079,Northwest Africa 463,17731,Valid,L6,15.0,Found,2001,26.784,-12.8335,"(26.784, -12.8335)",L,Chondrite,Stony,Ordinary,L
3663,Northwest Africa 464,17732,Valid,H3,159.0,Found,2001,31.36817,-4.01683,"(31.36817, -4.01683)",H,Chondrite,Stony,Ordinary,H
3664,Northwest Africa 465,17733,Valid,H5,413.5,Found,2001,26.784,-12.8335,"(26.784, -12.8335)",H,Chondrite,Stony,Ordinary,H
8080,Northwest Africa 466,17734,Valid,L6,46.0,Found,2001,31.36817,-4.01683,"(31.36817, -4.01683)",L,Chondrite,Stony,Ordinary,L
68,Northwest Africa 470,17738,Valid,CH3,62.9,Found,1999,31.98333,-4.18667,"(31.98333, -4.18667)",CH,Chondrite,Stony,Carbonaceous,CR
8081,Northwest Africa 471,17739,Valid,L5,868.0,Found,1999,31.975,-4.16667,"(31.975, -4.16667)",L,Chondrite,Stony,Ordinary,L
3665,Northwest Africa 472,17740,Valid,H4,58.0,Found,2000,31.96833,-4.14667,"(31.96833, -4.14667)",H,Chondrite,Stony,Ordinary,H
8082,Northwest Africa 473,17741,Valid,L4,45.8,Found,2000,31.96,-4.12833,"(31.96, -4.12833)",L,Chondrite,Stony,Ordinary,L
3666,Northwest Africa 474,17742,Valid,H6,28.8,Found,1999,32.02167,-4.13833,"(32.02167, -4.13833)",H,Chondrite,Stony,Ordinary,H
3667,Northwest Africa 475,17743,Valid,H4,111.7,Found,1999,32.04333,-4.13667,"(32.04333, -4.13667)",H,Chondrite,Stony,Ordinary,H
3668,Northwest Africa 476,17744,Valid,H6,344.0,Found,1999,32.02833,-4.15833,"(32.02833, -4.15833)",H,Chondrite,Stony,Ordinary,H
3669,Northwest Africa 477,17745,Valid,H5,1194.0,Found,2000,32.03333,-4.17667,"(32.03333, -4.17667)",H,Chondrite,Stony,Ordinary,H
8083,Northwest Africa 478,17746,Valid,L4,724.0,Found,2000,32.03667,-4.195,"(32.03667, -4.195)",L,Chondrite,Stony,Ordinary,L
9467,Northwest Africa 479,17747,Valid,Lunar (basalt),156.0,Found,2000,30.66667,-4.98333,"(30.66667, -4.98333)",Lunar,Achondrite,Stony,Moon,-
8084,Northwest Africa 512,17763,Valid,L4,8000.0,Found,1999,23.6,-5.0,"(23.6, -5.0)",L,Chondrite,Stony,Ordinary,L
8085,Northwest Africa 513,17764,Valid,L4/5,1000.0,Found,1999,23.6,-5.0,"(23.6, -5.0)",L,Chondrite,Stony,Ordinary,L
3670,Northwest Africa 514,17765,Valid,H5,2472.0,Found,1999,30.13333,-6.88333,"(30.13333, -6.88333)",H,Chondrite,Stony,Ordinary,H
9294,Northwest Africa 539,17786,Valid,LL3.5,2020.0,Found,2000,31.1,-5.18333,"(31.1, -5.18333)",LL,Chondrite,Stony,Ordinary,LL
3671,Northwest Africa 540,17787,Valid,H6,3540.0,Found,2000,31.1,-5.18333,"(31.1, -5.18333)",H,Chondrite,Stony,Ordinary,H
3672,Northwest Africa 541,17788,Valid,H3.8,174.0,Found,2000,31.1,-5.18333,"(31.1, -5.18333)",H,Chondrite,Stony,Ordinary,H
9295,Northwest Africa 542,17789,Valid,LL6,102.0,Found,2000,31.1,-5.18333,"(31.1, -5.18333)",LL,Chondrite,Stony,Ordinary,LL
9296,Northwest Africa 543,17790,Valid,LL4,105.0,Found,2000,31.1,-5.18333,"(31.1, -5.18333)",LL,Chondrite,Stony,Ordinary,LL
8086,Northwest Africa 544,17791,Valid,L3.8,320.0,Found,2000,31.1,-5.18333,"(31.1, -5.18333)",L,Chondrite,Stony,Ordinary,L
8088,Northwest Africa 722,17804,Valid,L-imp melt,1280.0,Found,2000,31.15,-4.25,"(31.15, -4.25)",L,Chondrite,Stony,Ordinary,L
360,Northwest Africa 723,17805,Valid,CV3,395.0,Found,2000,29.88333,-5.5,"(29.88333, -5.5)",CV,Chondrite,Stony,Carbonaceous,CV-CK
9297,Northwest Africa 724,17806,Valid,LL3,1200.0,Found,1979,30.23333,-5.86667,"(30.23333, -5.86667)",LL,Chondrite,Stony,Ordinary,LL
8,Northwest Africa 725,17807,Valid,Acapulcoite,3824.0,Found,1979,30.6,-5.05,"(30.6, -5.05)",Acapulcoite,Achondrite,Stony,Primitive,-
3674,Northwest Africa 726,17808,Valid,H4,354.0,Found,1979,31.03333,-4.0,"(31.03333, -4.0)",H,Chondrite,Stony,Ordinary,H
8089,Northwest Africa 727,17809,Valid,L4,364.0,Found,1998,30.33333,-5.75,"(30.33333, -5.75)",L,Chondrite,Stony,Ordinary,L
8090,Northwest Africa 728,17810,Valid,L4,454.0,Found,1998,30.33333,-5.75,"(30.33333, -5.75)",L,Chondrite,Stony,Ordinary,L
8091,Northwest Africa 729,17811,Valid,L5,319.0,Found,1998,30.33333,-5.75,"(30.33333, -5.75)",L,Chondrite,Stony,Ordinary,L
8092,Northwest Africa 730,17812,Valid,L4,150.0,Found,1998,30.33333,-5.75,"(30.33333, -5.75)",L,Chondrite,Stony,Ordinary,L
3675,Northwest Africa 731,17813,Valid,H4,380.0,Found,1999,30.33333,-5.75,"(30.33333, -5.75)",H,Chondrite,Stony,Ordinary,H
3676,Northwest Africa 732,17814,Valid,H5,580.0,Found,1999,30.55,-4.96667,"(30.55, -4.96667)",H,Chondrite,Stony,Ordinary,H
8093,Northwest Africa 733,17815,Valid,L5,319.0,Found,1999,32.33333,-3.5,"(32.33333, -3.5)",L,Chondrite,Stony,Ordinary,L
8094,Northwest Africa 734,17816,Valid,L5,1150.0,Found,1999,32.33333,-3.5,"(32.33333, -3.5)",L,Chondrite,Stony,Ordinary,L
183,Northwest Africa 735,17817,Valid,CK4,161.0,Found,1999,30.61667,-4.11667,"(30.61667, -4.11667)",CK,Chondrite,Stony,Carbonaceous,CV-CK
3677,Northwest Africa 740,17819,Valid,H5,1000.0,Found,2000,30.25,-4.41667,"(30.25, -4.41667)",H,Chondrite,Stony,Ordinary,H
3678,Northwest Africa 741,17820,Valid,H6,989.0,Found,2000,30.25,-4.41667,"(30.25, -4.41667)",H,Chondrite,Stony,Ordinary,H
184,Northwest Africa 765,17838,Valid,CK4/5,767.0,Found,2000,31.56667,-4.51667,"(31.56667, -4.51667)",CK,Chondrite,Stony,Carbonaceous,CV-CK
8097,Northwest Africa 767,17840,Valid,L4,5146.0,Found,2000,30.63583,-5.08833,"(30.63583, -5.08833)",L,Chondrite,Stony,Ordinary,L
3679,Northwest Africa 768,17841,Valid,H4,1708.0,Found,2000,28.00083,-9.27,"(28.00083, -9.27)",H,Chondrite,Stony,Ordinary,H
556,Northwest Africa 769,17842,Valid,Eucrite,712.0,Found,2000,31.7025,-4.96833,"(31.7025, -4.96833)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
69,Northwest Africa 770,17843,Valid,CH3,18.1,Found,2000,20.34667,-11.83383,"(20.34667, -11.83383)",CH,Chondrite,Stony,Carbonaceous,CR
9780,Northwest Africa 771,17844,Valid,Ureilite,313.0,Found,2000,26.56,-11.5555,"(26.56, -11.5555)",Ureilite,Achondrite,Stony,Primitive or asteroidal,-
185,Northwest Africa 772,17845,Valid,CK3,71.0,Found,2000,26.44933,-11.6935,"(26.44933, -11.6935)",CK,Chondrite,Stony,Carbonaceous,CV-CK
9469,Northwest Africa 773,17846,Valid,Lunar (norite),633.0,Found,2000,26.76667,-12.81667,"(26.76667, -12.81667)",Lunar,Achondrite,Stony,Moon,-
3680,Northwest Africa 778,17849,Valid,H4,9747.0,Found,1999,29.41667,-5.26667,"(29.41667, -5.26667)",H,Chondrite,Stony,Ordinary,H
361,Northwest Africa 779,17850,Valid,CV3,200.0,Found,1999,31.83333,-3.66667,"(31.83333, -3.66667)",CV,Chondrite,Stony,Carbonaceous,CV-CK
8098,Northwest Africa 820,17852,Valid,L3-5,2000.0,Found,1999,31.41667,-4.18333,"(31.41667, -4.18333)",L,Chondrite,Stony,Ordinary,L
3681,Northwest Africa 821,17853,Valid,H3.8,5.1,Found,2000,31.96667,-4.41667,"(31.96667, -4.41667)",H,Chondrite,Stony,Ordinary,H
3682,Northwest Africa 822,17854,Valid,H6,64.5,Found,2000,31.96667,-4.41667,"(31.96667, -4.41667)",H,Chondrite,Stony,Ordinary,H
8099,Northwest Africa 823,17855,Valid,L4,71.2,Found,2000,31.96667,-4.41667,"(31.96667, -4.41667)",L,Chondrite,Stony,Ordinary,L
3683,Northwest Africa 828,17857,Valid,H3.0-3.4,738.0,Found,2000,30.3,-5.91667,"(30.3, -5.91667)",H,Chondrite,Stony,Ordinary,H
3684,Northwest Africa 835,17861,Valid,H6,1104.0,Found,2000,28.00083,-9.27,"(28.00083, -9.27)",H,Chondrite,Stony,Ordinary,H
8100,Northwest Africa 836,17862,Valid,L5,3660.0,Found,2000,27.38833,-9.01733,"(27.38833, -9.01733)",L,Chondrite,Stony,Ordinary,L
3685,Northwest Africa 837,17863,Valid,H4,382.0,Found,2000,27.38833,-9.01733,"(27.38833, -9.01733)",H,Chondrite,Stony,Ordinary,H
8101,Northwest Africa 838,17864,Valid,L6,660.0,Found,2000,27.38833,-9.01733,"(27.38833, -9.01733)",L,Chondrite,Stony,Ordinary,L
3686,Northwest Africa 840,17866,Valid,H5,2875.0,Found,2001,30.19267,-9.03667,"(30.19267, -9.03667)",H,Chondrite,Stony,Ordinary,H
8102,Northwest Africa 841,17867,Valid,L6,8012.0,Found,2001,30.19267,-9.03667,"(30.19267, -9.03667)",L,Chondrite,Stony,Ordinary,L
3687,Northwest Africa 844,17870,Valid,H3,629.0,Found,2001,30.808,-5.85583,"(30.808, -5.85583)",H,Chondrite,Stony,Ordinary,H
9625,Northwest Africa 845,17871,Valid,R4,36.0,Found,2001,30.808,-5.85583,"(30.808, -5.85583)",Rumuruti,Chondrite,Stony,Other,Rumuruti
8103,Northwest Africa 848,17874,Valid,L6,4508.0,Found,2000,28.00083,-9.27,"(28.00083, -9.27)",L,Chondrite,Stony,Ordinary,L
3688,Northwest Africa 850,17875,Valid,H5,5300.0,Found,2001,30.40667,-5.89233,"(30.40667, -5.89233)",H,Chondrite,Stony,Ordinary,H
325,Northwest Africa 852,17877,Valid,CR2,174.0,Found,2001,30.808,-5.85583,"(30.808, -5.85583)",CR,Chondrite,Stony,Carbonaceous,CR
29,Norton County,17922,Valid,Aubrite,1100000.0,Fell,1948,39.68333,-99.86667,"(39.68333, -99.86667)",Aubrite,Achondrite,Stony,Asteroidal,-
5286,Nova Petropolis,17928,Valid,"Iron, IIIAB",305000.0,Found,1967,-29.43333,-50.91667,"(-29.43333, -50.91667)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
787,Noventa Vicentina,17930,Valid,H4,177.0,Fell,1971,45.29167,11.52722,"(45.29167, 11.52722)",H,Chondrite,Stony,Ordinary,H
5585,Novorybinskoe,17931,Valid,"Iron, IVA",3055.0,Found,1937,51.88333,71.25,"(51.88333, 71.25)",Iron IVA,Achondrite,Iron,Magmatic,Siderite
3689,Novosibirsk,17932,Valid,H5/6,11410.0,Found,1978,55.0,82.9,"(55.0, 82.9)",H,Chondrite,Stony,Ordinary,H
9711,Novo-Urei,17933,Valid,Ureilite,1900.0,Fell,1886,54.81667,46.0,"(54.81667, 46.0)",Ureilite,Achondrite,Stony,Primitive or asteroidal,-
9675,Novy-Ergi,17934,Valid,Stone-uncl,367.0,Fell,1662,58.55,31.33333,"(58.55, 31.33333)",Stony,-,Stony,-,-
87,Novy-Projekt,17935,Valid,OC,1001.0,Fell,1908,56.0,22.0,"(56.0, 22.0)",Chondrite,Chondrite,Stony,-,-
5874,Noyan-Bogdo,17936,Valid,L6,250.0,Fell,1933,42.91667,102.46667,"(42.91667, 102.46667)",L,Chondrite,Stony,Ordinary,L
557,Nuevo Laredo,17937,Valid,Eucrite-mmict,500.0,Found,1950,27.5,-99.5,"(27.5, -99.5)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
788,Nuevo Mercurio,17938,Valid,H5,50000.0,Fell,1978,24.3,-102.13333,"(24.3, -102.13333)",H,Chondrite,Stony,Ordinary,H
5287,Nuleri,17939,Valid,"Iron, IIIAB",120.0,Found,1902,-27.83333,123.86667,"(-27.83333, 123.86667)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
3691,Nullagine,17940,Valid,H5,102.0,Found,1973,-21.86667,120.11667,"(-21.86667, 120.11667)",H,Chondrite,Stony,Ordinary,H
3692,Nullarbor 001,17941,Valid,H5,40000.0,Found,1935,-31.0,132.0,"(-31.0, 132.0)",H,Chondrite,Stony,Ordinary,H
789,Nulles,17959,Valid,H6,5000.0,Fell,1851,41.63333,0.75,"(41.63333, 0.75)",H,Chondrite,Stony,Ordinary,H
790,Numakai,17960,Valid,H4,363.0,Fell,1925,43.33333,141.86667,"(43.33333, 141.86667)",H,Chondrite,Stony,Ordinary,H
3693,Nurina 001,17961,Valid,H4,2.7,Found,1973,-30.66667,126.4,"(-30.66667, 126.4)",H,Chondrite,Stony,Ordinary,H
3694,Nurina 002,17962,Valid,H5,170.5,Found,1977,-30.45,126.6,"(-30.45, 126.6)",H,Chondrite,Stony,Ordinary,H
9299,Nurina 003,17963,Valid,LL5,40.0,Found,1986,-30.78333,126.45,"(-30.78333, 126.45)",LL,Chondrite,Stony,Ordinary,LL
8104,Nurina 004,17964,Valid,L6,28.3,Found,1986,-30.78333,126.45,"(-30.78333, 126.45)",L,Chondrite,Stony,Ordinary,L
3695,Nurina 005,17965,Valid,H5,24.8,Found,1991,-30.49117,126.4625,"(-30.49117, 126.4625)",H,Chondrite,Stony,Ordinary,H
3698,Nyanga Lake 001,17966,Valid,H3,397.1,Found,1986,-29.78,126.45667,"(-29.78, 126.45667)",H,Chondrite,Stony,Ordinary,H
3699,Nyanga Lake 002,17967,Valid,H4/5,1048.9,Found,1986,-29.62833,126.32167,"(-29.62833, 126.32167)",H,Chondrite,Stony,Ordinary,H
3700,Nyanga Lake 003,17968,Valid,H5,129.1,Found,1986,-29.73167,126.23833,"(-29.73167, 126.23833)",H,Chondrite,Stony,Ordinary,H
5137,Nyaung,17969,Valid,"Iron, IIIAB",737.6,Fell,1939,21.20833,94.91667,"(21.20833, 94.91667)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
8884,Nyirábrany,17970,Valid,LL5,1100.0,Fell,1914,47.55,22.025,"(47.55, 22.025)",LL,Chondrite,Stony,Ordinary,LL
8107,Oak,17971,Valid,L5,75.3,Found,1968,-31.58333,127.7,"(-31.58333, 127.7)",L,Chondrite,Stony,Ordinary,L
5387,Oakley (iron),17972,Valid,"Iron, IIIF",111000.0,Found,1926,42.33333,-113.7,"(42.33333, -113.7)",Iron IIIF,Achondrite,Iron,Magmatic,Siderite
3701,Oakley (stone),17973,Valid,H6,27700.0,Found,1895,38.95,-101.01667,"(38.95, -101.01667)",H,Chondrite,Stony,Ordinary,H
132,Oasis State Park,17974,Valid,OC,606.0,Found,1968,34.22833,-103.35833,"(34.22833, -103.35833)",Chondrite,Chondrite,Stony,-,-
9300,Oberlin,17975,Valid,LL5,2500.0,Found,1911,39.8,-100.51667,"(39.8, -100.51667)",LL,Chondrite,Stony,Ordinary,LL
5586,Obernkirchen,17976,Valid,"Iron, IVA",41000.0,Found,1863,52.26667,9.1,"(52.26667, 9.1)",Iron IVA,Achondrite,Iron,Magmatic,Siderite
9298,Oberon Bay,17977,Valid,LL6,179.0,Found,1962,-39.06667,146.35,"(-39.06667, 146.35)",LL,Chondrite,Stony,Ordinary,LL
791,Ochansk,17979,Valid,H4,500000.0,Fell,1887,57.78333,55.26667,"(57.78333, 55.26667)",H,Chondrite,Stony,Ordinary,H
4908,Ocotillo,17980,Valid,"Iron, IAB-MG",28570.0,Found,1990,32.83333,-116.06667,"(32.83333, -116.06667)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
3703,Oczeretna,17981,Valid,H4,130.0,Found,1871,49.31667,31.51667,"(49.31667, 31.51667)",H,Chondrite,Stony,Ordinary,H
4909,Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000.0,Found,1922,31.71667,-102.4,"(31.71667, -102.4)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
3704,Odessa (stone),17986,Valid,H4,1926.0,Found,1960,46.5,30.76667,"(46.5, 30.76667)",H,Chondrite,Stony,Ordinary,H
3705,O'Donnell,17987,Valid,H5,12700.0,Found,1992,32.91217,-101.91867,"(32.91217, -101.91867)",H,Chondrite,Stony,Ordinary,H
792,Oesede,17988,Valid,H5,1400.0,Fell,1927,52.28333,8.05,"(52.28333, 8.05)",H,Chondrite,Stony,Ordinary,H
5875,Oesel,17989,Valid,L6,6000.0,Fell,1855,58.5,23.0,"(58.5, 23.0)",L,Chondrite,Stony,Ordinary,L
5876,Ofehértó,17990,Valid,L6,3750.0,Fell,1900,47.88333,22.03333,"(47.88333, 22.03333)",L,Chondrite,Stony,Ordinary,L
4910,Ogallala,17992,Valid,"Iron, IAB-sLL",3300.0,Found,1918,41.16667,-101.66667,"(41.16667, -101.66667)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
793,Ogi,17994,Valid,H6,14360.0,Fell,1741,33.28333,130.2,"(33.28333, 130.2)",H,Chondrite,Stony,Ordinary,H
794,Ohaba,17995,Valid,H5,16250.0,Fell,1857,46.06667,23.58333,"(46.06667, 23.58333)",H,Chondrite,Stony,Ordinary,H
5877,Ohuma,17996,Valid,L5,7700.0,Fell,1963,6.75,8.5,"(6.75, 8.5)",L,Chondrite,Stony,Ordinary,L
5878,Ojuelos Altos,17997,Valid,L6,5850.0,Fell,1926,38.18333,-5.4,"(38.18333, -5.4)",L,Chondrite,Stony,Ordinary,L
795,Okabe,17998,Valid,H5,194.0,Fell,1958,36.18333,139.21667,"(36.18333, 139.21667)",H,Chondrite,Stony,Ordinary,H
5039,Okahandja,17999,Valid,"Iron, IIAB",6580.0,Found,1926,-21.98333,16.93333,"(-21.98333, 16.93333)",Iron IIAB,Achondrite,Iron,Magmatic,Siderite
4989,Okano,18000,Valid,"Iron, IIAB",4742.0,Fell,1904,35.08333,135.2,"(35.08333, 135.2)",Iron IIAB,Achondrite,Iron,Magmatic,Siderite
8108,Okechobee,18001,Valid,L4,1000.0,Found,1916,26.68333,-80.8,"(26.68333, -80.8)",L,Chondrite,Stony,Ordinary,L
