"","X","id","recclass","mass","fell_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"984",6747,24140,"L",20000,"Fell",1948,-44.11667,-66.15,"L","Chondrite","Stony","Ordinary","L",13,0.428663281861922
"313",3498,10870,"H5",725,"Fell",1950,12.91667,11.91667,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"873",6229,23512,"L6",7000,"Fell",1989,34.75,10.71667,"L","Chondrite","Stony","Ordinary","L",13,0.428663281861922
"264",3325,10033,"Eucrite-mmict",127,"Fell",1900,-29.46667,151.61667,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",2,0.463225690897741
"286",3395,10119,"H5",152000,"Fell",1890,43.25,-93.66667,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"300",3475,10850,"H4",5000,"Fell",1995,51.68333,30.78333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"1075",7956,47347,"H5",1e+05,"Fell",2007,23.69639,-5.01472,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"683",5287,17970,"LL5",1100,"Fell",1914,47.55,22.025,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"201",1065,5465,"L6",1460,"Fell",1917,10.2,76.26667,"L","Chondrite","Stony","Ordinary","L",16,1.82339952891488
"795",5576,22394,"L6",4910,"Fell",1919,38.2,115.7,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"578",4789,15470,"H5",24750,"Fell",1915,-6.23333,106.88333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"874",6238,23521,"Diogenite",4000,"Fell",1850,23.1,87.3,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"638",4995,16893,"L5",6100,"Fell",1895,49.16667,19.5,"L","Chondrite","Stony","Ordinary","L",10,0.461815233876118
"428",4351,12243,"L6",299,"Fell",1959,31.6,65.78333,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"994",6778,24165,"H5",8000,"Fell",1843,48.41667,43.2,"H","Chondrite","Stony","Ordinary","H",13,0.428663281861922
"589",4819,16631,"H5",1100,"Fell",1980,34.8,111.7,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"78",598,4946,"Mesosiderite-A1",3200,"Fell",1842,42.38333,-2.5,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,2,0.463225690897741
"693",5311,18000,"Iron, IIAB",4742,"Fell",1904,35.08333,135.2,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite",11,0.00485781484723708
"166",916,5307,"H5",45.6,"Fell",1956,43.2,-96.91667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"321",3527,10936,"H5",1750,"Fell",1879,50.66667,16.76667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"607",4862,16715,"H5",144000,"Fell",1858,38.11667,-1.16667,"H","Chondrite","Stony","Ordinary","H",15,0.406210536590808
"482",4476,12377,"L6",2e+05,"Fell",1949,55.78333,61.36667,"L","Chondrite","Stony","Ordinary","L",9,2.84735119047619
"843",5860,23115,"Iron, IIIAB",2462,"Fell",1921,25.66667,74.86667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite",2,0.463225690897741
"144",800,5177,"L6",25000,"Fell",1946,40.2,29.23333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"32",475,2290,"H5",6400,"Fell",1895,27.66667,78.25,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"604",4856,16709,"L5-6",3e+05,"Fell",1882,46.8,24.03333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"536",4697,14757,"H3-5",14000,"Fell",1753,46.21667,5,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"93",643,5009,"OC",367,"Fell",1937,-32.33333,-64.86667,"Chondrite","Chondrite","Stony",NA,NA,2,0.463225690897741
"150",809,5187,"OC",212,"Fell",1919,43.83889,20.33333,"Chondrite","Chondrite","Stony",NA,NA,10,0.461815233876118
"642",5005,16903,"L6",52900,"Fell",1917,35.66667,103.5,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"193",966,5364,"L5",1600,"Fell",1979,-6.95,108.1,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"676",5268,17934,"Stone-uncl",367,"Fell",1662,58.55,31.33333,"Stony",NA,"Stony",NA,NA,10,0.461815233876118
"259",3294,7819,"L6",5000,"Fell",1993,19.96722,-103.05167,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"282",3375,10088,"OC",220,"Fell",1889,36.1,-81.41667,"Chondrite","Chondrite","Stony",NA,NA,11,0.00485781484723708
"554",4729,15402,"LL6",1700,"Fell",1863,23.05,86.7,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"243",3219,7736,"L3-6",1900,"Fell",1951,42.45833,18.44167,"L","Chondrite","Stony","Ordinary","L",0,71.3451083182367
"740",5423,18782,"H6",12570,"Fell",1992,41.28333,-73.91667,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"972",6711,24103,"LL7",710,"Fell",1840,51.65,5.61667,"LL","Chondrite","Stony","Ordinary","LL",2,0.463225690897741
"928",6552,23873,"L5",3850,"Fell",1965,45.4,122.9,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"898",6373,23661,"LL4",80000,"Fell",1877,43.66667,21.86667,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"621",4891,16747,"H5",1300,"Fell",1875,44.6,5.13333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"950",6648,24029,"H6",977,"Fell",1988,45.06667,7.66667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"495",4527,12433,"Ureilite",900,"Fell",1955,26.78333,82.71667,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,1,0.297273742080897
"1014",6907,24321,"H5",22,"Fell",1918,-26,30,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"548",4721,15393,"OC",150,"Fell",1933,32.21667,-104,"Chondrite","Chondrite","Stony",NA,NA,2,0.463225690897741
"378",4137,11993,"Eucrite-mmict",2500,"Fell",1957,-20,-45,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"754",5452,18813,"LL3.4",13.1,"Fell",1968,44.24417,11.50222,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"631",4978,16875,"CM2",1e+05,"Fell",1969,-36.61667,145.2,"CM","Chondrite","Stony","Carbonaceous","CM-CO",1,0.297273742080897
"309",3488,10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative",2,0.463225690897741
"153",866,5250,"L6",4000,"Fell",1964,39.8,26.6,"L","Chondrite","Stony","Ordinary","L",13,0.428663281861922
"766",5496,18858,"H5",350,"Fell",1866,26.71667,82.66667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"241",3211,7728,"L6",5000,"Fell",1827,36.4,-86.5,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"314",3509,10914,"L6",14290,"Fell",1909,35.53333,136.88333,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"92",639,5005,"C2-ung",375,"Fell",1961,33.6,-96.46667,"Chondrite","Chondrite","Stony","Carbonaceous",NA,2,0.463225690897741
"323",3540,10949,"H3.7",3618,"Fell",1974,48.28333,38.08333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"915",6422,23737,"L6",815.3,"Fell",1969,50.53806,16.26333,"L","Chondrite","Stony","Ordinary","L",10,0.461815233876118
"254",3250,7774,"H5",2400,"Fell",1961,-17.3,15.83333,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"432",4358,12253,"L6",3500,"Fell",1937,42.45,73.36667,"L","Chondrite","Stony","Ordinary","L",8,9.36101905684755
"95",651,5018,"L6",19000,"Fell",2001,32.86667,10.8,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"411",4320,12210,"L6",950,"Fell",1976,35.2,118.8,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"121",701,5071,"L6",5100,"Fell",1909,31.83333,-98.83333,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"1023",6929,24345,"L/LL6-an",5900,"Fell",1980,44.66667,117.5,"LL","Chondrite","Stony","Ordinary","LL",13,0.428663281861922
"1036",6966,30379,"L6",3867,"Fell",1818,50.28333,27.68333,"L","Chondrite","Stony","Ordinary","L",10,0.461815233876118
"620",4886,16742,"H5",633,"Fell",2000,49.6,18.53333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"353",3992,11842,"L6",680,"Fell",1859,38.25,-86.16667,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"154",867,5251,"H4",945,"Fell",1861,41.25,1.66667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"953",6655,24037,"OC",2000,"Fell",1824,51.73333,102.53333,"Chondrite","Chondrite","Stony",NA,NA,8,9.36101905684755
"1024",6930,24346,"H6",75500,"Fell",1977,32.33333,114.31667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"851",5909,23187,"H",695,"Fell",1688,34.71667,137.78333,"H","Chondrite","Stony","Ordinary","H",0,71.3451083182367
"6",374,379,"EH4",4239,"Fell",1919,32.1,71.8,"EH","Chondrite","Stony","Enstatite","EH-EL",2,0.463225690897741
"198",1002,5403,"H5",5000,"Fell",1890,42.53333,12.61667,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"290",3440,10164,"L6",16300,"Fell",1829,33.01667,-83.96667,"L","Chondrite","Stony","Ordinary","L",12,0.49799067553469
"1093",8133,48951,"LL6",110000,"Fell",2008,12.66667,78.03333,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"419",4336,12228,"CR2",2000,"Fell",1980,15,48.3,"CR","Chondrite","Stony","Carbonaceous","CR",14,0.498018659921233
"736",5417,18177,"Howardite",2000,"Fell",1882,52.03333,43,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta",2,0.463225690897741
"291",3442,10166,"Stone-uncl",367,"Fell",1944,28.25,7,"Stony",NA,"Stony",NA,NA,14,0.498018659921233
"54",544,4884,"L6",94.2,"Fell",1896,20.06667,-103.66667,"L","Chondrite","Stony","Ordinary","L",16,1.82339952891488
"702",5338,18033,"Stone-uncl",4500,"Fell",1671,48.5,8,"Stony",NA,"Stony",NA,NA,10,0.461815233876118
"96",654,5021,"H6",1770.5,"Fell",1938,39.08333,-89.15,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"645",5009,16908,"H6",17000,"Fell",1928,19.25,77,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"398",4208,12074,"L6",20500,"Fell",1979,39.7,105.8,"L","Chondrite","Stony","Ordinary","L",13,0.428663281861922
"227",3180,7649,"H4",400,"Fell",1957,-31.88333,-60.46667,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"901",6380,23668,"L6",36900,"Fell",1993,45.25,125,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"242",3214,7731,"H6",47700,"Fell",1939,42.52,-82.26,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"1048",6991,30407,"H6",107000,"Fell",1938,47.58333,37.25,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"60",559,4903,"L5",50000,"Fell",1858,43.08333,0.58333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"68",579,4925,"L4",3700,"Fell",1929,35.96667,-82.48333,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"914",6421,23736,"L6",3500,"Fell",1924,36.48333,-90.66667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"680",5276,17959,"H6",5000,"Fell",1851,41.63333,0.75,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"792",5569,22387,"H4",290.4,"Fell",1917,23.98333,87.08333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"246",3231,7749,"Stone-uncl",367,"Fell",1976,43.33333,128.25,"Stony",NA,"Stony",NA,NA,2,0.463225690897741
"991",6761,24154,"LL6",1932,"Fell",1876,46.15,32.83333,"LL","Chondrite","Stony","Ordinary","LL",0,71.3451083182367
"859",6189,23472,"H5",5400,"Fell",1871,44.36667,-69.2,"H","Chondrite","Stony","Ordinary","H",10,0.461815233876118
"897",6372,23660,"OC",72.9,"Fell",1960,27.13333,84.06667,"Chondrite","Chondrite","Stony",NA,NA,16,1.82339952891488
"610",4867,16720,"H4",8600,"Fell",1849,35.25,-80.5,"H","Chondrite","Stony","Ordinary","H",12,0.49799067553469
"203",1071,5474,"H5",3650,"Fell",1877,-27.7,27.3,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"572",4773,15453,"Iron, IAB-sLL",4000,"Fell",1885,24.68333,-101.68333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative",15,0.406210536590808
"508",4573,12749,"Howardite",780,"Fell",1845,48.53333,-0.86667,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"518",4611,14652,"H5",50000,"Fell",1813,52.56667,-8.78333,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"999",6793,24181,"Stone-uncl",367,"Fell",1925,-25.83333,-56.5,"Stony",NA,"Stony",NA,NA,18,10.7446597222222
"10",409,417,"L",1440,"Fell",1920,-30.86667,-64.55,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"284",3383,10107,"L6",17600,"Fell",1894,47.81667,-96.85,"L","Chondrite","Stony","Ordinary","L",9,2.84735119047619
"157",875,5260,"H6",2300,"Fell",1846,37.26667,-89.58333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"192",961,5357,"L6",4000,"Fell",1978,47.47083,0.97667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"980",6736,24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,0,71.3451083182367
"468",4430,12335,"L/LL5",5e+05,"Fell",1866,48.9,22.4,"LL","Chondrite","Stony","Ordinary","LL",10,0.461815233876118
"352",3980,11830,"L6",8360,"Fell",1961,32.675,-94.51167,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"863",6200,23483,"H5",150,"Fell",1947,22.83333,4.98333,"H","Chondrite","Stony","Ordinary","H",14,0.498018659921233
"542",4709,15379,"L",1000,"Fell",1950,25.91667,86.36667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"911",6414,23729,"L6",13400,"Fell",1917,56.58333,-3.25,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"930",6570,23885,"L6",2500,"Fell",1967,19.38333,43.73333,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"124",719,5090,"LL3.9",7500,"Fell",1977,33.83333,115.83333,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"478",4468,12368,"L6",2250,"Fell",1938,51.15,31.7,"L","Chondrite","Stony","Ordinary","L",10,0.461815233876118
"84",616,4957,"L5",15500,"Fell",1994,52.03333,20.93583,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"1049",6992,30408,"H5",2900,"Fell",1976,39.66667,122.98333,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"855",6177,23455,"L5",412,"Fell",1934,49.23333,17.56667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"258",3283,7807,"L6",10000,"Fell",1989,34.41667,3.25,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"512",4583,12760,"H5",877,"Fell",1907,34.58333,-87.5,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"956",6662,24046,"H3/4",11800,"Fell",1856,45.46667,10,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"743",5433,18793,"L6",23474,"Fell",1935,23.325,91,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"1119",9797,57167,"L6",3599,"Fell",2011,17.17493,-11.34133,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"86",619,4975,"L6",86000,"Fell",1902,38.25,-83.75,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"579",4802,15485,"H4",10500,"Fell",1862,53.18333,13.15,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"1113",9087,54823,"Martian (shergottite)",7000,"Fell",2011,29.48195,-7.61123,"Shergottite","Achondrite","Stony","Martian","SNC",11,0.00485781484723708
"712",5367,18068,"L6",3400,"Fell",1881,21.05,-99.3,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"386",4177,12037,"L6",3000,"Fell",1963,41,112,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"249",3235,7754,"L6",2117,"Fell",1943,33.43333,127.26667,"L","Chondrite","Stony","Ordinary","L",0,71.3451083182367
"760",5473,18835,"H6",1161,"Fell",1884,29.58333,76,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"1020",6921,24337,"L5",1551,"Fell",1997,42.38467,-83.6115,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"529",4660,14718,"Mesosiderite-A3",59000,"Fell",1935,52,19.91667,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,1,0.297273742080897
"362",4026,11878,"H5",20000,"Fell",1869,59.85,17.66667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"982",6742,24135,"L6",9700,"Fell",1843,52.11667,5.18333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"127",727,5098,"Iron, IIAB",256000,"Fell",1916,44.55,131.63333,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite",9,2.84735119047619
"30",466,2278,"CV3",2e+06,"Fell",1969,26.96667,-105.31667,"CV","Chondrite","Stony","Carbonaceous","CV-CK",2,0.463225690897741
"1087",7974,47361,"H4/5",70500,"Fell",2007,27.66667,95.78333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"434",4363,12258,"LL6",2220,"Fell",1963,-3.5,35.58333,"LL","Chondrite","Stony","Ordinary","LL",16,1.82339952891488
"796",5577,22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H",0,71.3451083182367
"460",4407,12307,"LL6",19000,"Fell",2002,12.76667,9.8,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"159",879,5265,"LL6",8,"Fell",1902,38.5,27,"LL","Chondrite","Stony","Ordinary","LL",15,0.406210536590808
"684",5295,17979,"H4",5e+05,"Fell",1887,57.78333,55.26667,"H","Chondrite","Stony","Ordinary","H",10,0.461815233876118
"891",6331,23616,"H5",1600,"Fell",1875,20.91667,82.58333,"H","Chondrite","Stony","Ordinary","H",16,1.82339952891488
"126",726,5097,"Iron, IAB-MG",8800,"Fell",1962,12.5,0.7,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative",15,0.406210536590808
"212",2174,6603,"H5",100,"Fell",1804,49.86667,8.65,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"307",3486,10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite",2,0.463225690897741
"962",6673,24060,"L6",13100,"Fell",1921,9.66667,105.66667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"407",4313,12202,"Eucrite-mmict",5000,"Fell",1819,45.43333,-0.45,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"946",6640,24020,"H6",900,"Fell",1879,20.16667,-105.21667,"H","Chondrite","Stony","Ordinary","H",16,1.82339952891488
"1084",7967,47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative",11,0.00485781484723708
"936",6600,23976,"H4/5",45300,"Fell",2002,-29.33333,27.58333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"854",5914,23192,"CM2",430,"Fell",1986,35.86667,139.4,"CM","Chondrite","Stony","Carbonaceous","CM-CO",11,0.00485781484723708
"864",6204,23487,"LL3.00",691,"Fell",1940,22.25,79,"LL","Chondrite","Stony","Ordinary","LL",16,1.82339952891488
"103",666,5032,"H",13.9,"Fell",1859,42.53333,-73.83333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"798",5580,22398,"Stone-uncl",910,"Fell",1880,52.2,17.98333,"Stony",NA,"Stony",NA,NA,1,0.297273742080897
"839",5850,23103,"Iron",4180,"Fell",1913,35.66667,136.3,"Iron","Achondrite","Iron",NA,NA,11,0.00485781484723708
"51",533,2346,"L6",1300,"Fell",1923,52.05,0.3,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"139",766,5140,"Eucrite-pmict",219,"Fell",1933,52.13333,59.31667,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",2,0.463225690897741
"544",4712,15382,"L6",400,"Fell",1896,40.41667,-3.71667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"1053",6999,30415,"H6",2568,"Fell",1955,50.2,30.25,"H","Chondrite","Stony","Ordinary","H",10,0.461815233876118
"1068",7763,44882,"L6",4162,"Fell",1984,12.85,11.03333,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"932",6573,23888,"L6",21000,"Fell",1937,46.71667,23.5,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"847",5887,23164,"CM2",60,"Fell",1939,24.16667,-99.33333,"CM","Chondrite","Stony","Carbonaceous","CM-CO",2,0.463225690897741
"996",6782,24169,"Eucrite-mmict",750,"Fell",1949,57.8,45.8,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"865",6212,23495,"H4",4000,"Fell",1773,41.71667,-0.05,"H","Chondrite","Stony","Ordinary","H",15,0.406210536590808
"463",4416,12316,"H6",67.4,"Fell",1967,11.63333,24.68333,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"211",1109,5514,"L6",2000,"Fell",1868,34.4,-87.06667,"L","Chondrite","Stony","Ordinary","L",12,0.49799067553469
"764",5489,18851,"L6",96,"Fell",1868,11.58333,104.91667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"704",5344,18042,"L6",246,"Fell",1928,58.88333,9.4,"L","Chondrite","Stony","Ordinary","L",10,0.461815233876118
"616",4880,16736,"Eucrite-cm",1880,"Fell",1913,35.41667,-79.38333,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",2,0.463225690897741
"240",3209,7725,"Stone-uncl",642,"Fell",1976,-13.66667,33.91667,"Stony",NA,"Stony",NA,NA,1,0.297273742080897
"50",532,2346,"L6",1300,"Fell",1923,52.05,0.3,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"691",5308,17997,"L6",5850,"Fell",1926,38.18333,-5.4,"L","Chondrite","Stony","Ordinary","L",15,0.406210536590808
"414",4326,12218,"CV3",3000,"Fell",1857,47.35,21.3,"CV","Chondrite","Stony","Carbonaceous","CV-CK",1,0.297273742080897
"675",5267,17933,"Ureilite",1900,"Fell",1886,54.81667,46,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,1,0.297273742080897
"877",6247,23530,"Martian (shergottite)",5000,"Fell",1865,24.55,84.83333,"Shergottite","Achondrite","Stony","Martian","SNC",1,0.297273742080897
"665",5076,16981,"C3-ung",4610,"Fell",1983,32.925,105.90667,"Chondrite","Chondrite","Stony","Carbonaceous",NA,2,0.463225690897741
"504",4559,12466,"H5",14250,"Fell",1987,33.13333,115.16667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"791",5568,22386,"L6",4682,"Fell",1958,51.88333,6.93333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"940",6622,23999,"L6",3000,"Fell",1970,14.25,1.53333,"L","Chondrite","Stony","Ordinary","L",15,0.406210536590808
"152",865,5249,"L5",23680,"Fell",1991,-7.03333,-40.16667,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"257",3253,7777,"H6",840,"Fell",1916,28.26667,78.78333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"973",6712,24104,"H5",3600,"Fell",1866,13.48333,74.78333,"H","Chondrite","Stony","Ordinary","H",0,71.3451083182367
"748",5441,18801,"Eucrite-pmict",1800,"Fell",1855,35.3,-86.63333,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",11,0.00485781484723708
"885",6310,23594,"H5",1710,"Fell",1995,20.93333,-101.38333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"377",4136,11992,"Diogenite",2000,"Fell",1870,52.28333,7.7,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"718",5376,18079,"L3",135,"Fell",1926,39.8,-91.5,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"1015",6908,24322,"LL4",66,"Fell",1932,-28.66667,18.91667,"LL","Chondrite","Stony","Ordinary","LL",14,0.498018659921233
"113",682,5051,"H5",488.1,"Fell",1984,-33.15639,115.67639,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"61",560,4905,"H4",9330,"Fell",1952,-21.46028,-49.95083,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"17",423,433,"Iron, IVA",50000,"Fell",1981,39.91667,42.81667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite",11,0.00485781484723708
"661",5069,16970,"Stone-uncl",367,"Fell",1750,49.03333,-1.43333,"Stony",NA,"Stony",NA,NA,1,0.297273742080897
"820",5813,22782,"R3.8-6",67,"Fell",1934,0.26667,36.53333,"Rumuruti","Chondrite","Stony","Other","Rumuruti",2,0.463225690897741
"455",4400,12300,"H6",1e+05,"Fell",1983,14,28,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"655",5052,16950,"EL6",6189,"Fell",2002,47.525,10.80833,"EL","Chondrite","Stony","Enstatite","EH-EL",11,0.00485781484723708
"62",561,4906,"Iron, IIAB",1230,"Fell",1908,46,13.5,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite",1,0.297273742080897
"450",4395,12294,"L6",450,"Fell",1860,26.95,77.88333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"75",591,4938,"CM2",629,"Fell",1933,-6.33333,106,"CM","Chondrite","Stony","Carbonaceous","CM-CO",1,0.297273742080897
"658",5062,16960,"H5",19256,"Fell",2003,29.94718,-90.10976,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"255",3251,7775,"H5",3000,"Fell",1785,48.9,11.21667,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"713",5368,18069,"Eucrite-mmict",3858,"Fell",1929,55.66667,25,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",10,0.461815233876118
"828",5831,23083,"L6",700,"Fell",1855,51.05,3.75,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"816",5674,22642,"Stone-uncl",2900,"Fell",1775,50.35,10.8,"Stony",NA,"Stony",NA,NA,10,0.461815233876118
"405",4309,12198,"Diogenite",40300,"Fell",1924,40.35,-104.9,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"608",4864,16717,"Howardite",150,"Fell",1953,-31.25,26.46667,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta",2,0.463225690897741
"123",705,5076,"LL6",67.8,"Fell",1938,40.48,-89.00417,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"350",3974,11824,"Eucrite-mmict",1000,"Fell",1878,26.8,82.53333,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
