,Cluster,mass,fell_found,year,latitude,longitude,group,chondrite,type,lc_sample
6969,1,3000.0,Found,1919,35.0,-94.75,Iron IAB,Achondrite,Iron,11
6973,1,50000.0,Found,1987,30.36667,-5.85,Iron IAB,Achondrite,Iron,2
6978,1,85000.0,Found,1998,25.00944,-100.75,Iron IAB,Achondrite,Iron,11
6979,1,367.0,Found,1930,27.0,-99.0,Iron,Achondrite,Iron,2
6986,1,3700.0,Found,1955,42.51333,-88.48944,Iron IAB,Achondrite,Iron,1
6988,1,630000.0,Found,1967,29.85861,-2.645,Iron IIIAB,Achondrite,Iron,2
6990,1,100000.0,Found,1981,31.2,112.5,Iron,Achondrite,Iron,2
7032,1,243.0,Found,2000,38.46483,-105.7015,Iron IAB,Achondrite,Iron,11
7247,1,9530.0,Found,2001,50.11112,36.8001,Iron IIIAB,Achondrite,Iron,11
7272,1,4500.0,Found,1977,29.5,-98.05,Iron IIF,Achondrite,Iron,1
7369,1,586.0,Found,2000,32.73,-113.71,Iron IAB,Achondrite,Iron,11
7371,1,691.0,Found,1980,30.33333,-98.95,Iron IAB,Achondrite,Iron,2
7730,1,6320.0,Found,1958,44.47733,-103.972,Iron IIAB,Achondrite,Iron,13
7747,1,62.7,Found,1979,-32.87167,-64.22333,Eucrite,Achondrite,Stony,2
7941,1,15600.0,Found,2002,-25.0,-69.5,Iron IAB,Achondrite,Iron,11
7946,1,8200.0,Found,1981,-8.65,115.21667,Iron,Achondrite,Iron,0
7949,1,360.0,Found,1992,50.65,-109.9,Iron IAB,Achondrite,Iron,11
7950,1,27420.0,Found,1994,33.81667,-100.51667,Iron IVB,Achondrite,Iron,11
7954,1,5372.0,Found,2007,53.999167,-115.5975,Iron IIIAB,Achondrite,Iron,11
7960,1,6800.0,Fell,2006,25.14333,75.81333,Iron IIE,Achondrite,Iron,11
7961,1,6800.0,Fell,2006,25.14333,75.81333,Iron IIE,Achondrite,Iron,11
7962,1,6800.0,Fell,2006,25.14333,75.81333,Iron IIE,Achondrite,Iron,11
7963,1,6800.0,Fell,2006,25.14333,75.81333,Iron IIE,Achondrite,Iron,11
7964,1,6800.0,Fell,2006,25.14333,75.81333,Iron IIE,Achondrite,Iron,11
7965,1,6800.0,Fell,2006,25.14333,75.81333,Iron IIE,Achondrite,Iron,11
7966,1,6800.0,Fell,2006,25.14333,75.81333,Iron IIE,Achondrite,Iron,11
